in_dreamteam,selected_by_percent,goals_conceded,status,news,creativity,chance_of_playing_this_round,loans_in,loaned_in,saves,transfers_out_event,event_points,value_season,goals_scored,red_cards,element_type,ep_next,penalties_missed,special,squad_number,team,ea_index,dreamteam_count,second_name,web_name,photo,own_goals,transfers_out,first_name,threat,minutes,code,ep_this,influence,chance_of_playing_next_round,bonus,value_form,cost_change_event_fall,bps,clean_sheets,loaned_out,penalties_saved,cost_change_start,transfers_in,total_points,form,now_cost,ict_index,id,loans_out,cost_change_start_fall,transfers_in_event,points_per_game,news_added,cost_change_event,yellow_cards,assists,team_code
False,0.1,10,a,,1.1,,0,0,0,168,0,3.6,1,0,2,0.9,0,False,14,3,0,1,Balogun,Balogun,52484.jpg,0,11652,Leon,27.0,591,52484,-0.1,134.0,,0,0.1,0,86,0,0,0,-3,8995,15,0.4,42,16.2,54,0,3,30,1.9,,0,2,0,36
False,0.5,21,a,,304.5,,0,0,0,387,1,9.2,1,0,3,1.1,0,False,11,3,0,0,Knockaert,Knockaert,83543.jpg,0,151720,Anthony,210.0,1138,83543,0.1,243.8,,1,0.1,0,180,2,0,0,-3,145677,48,0.6,52,75.8,55,0,3,88,2.5,,0,3,4,36
False,3.3,22,a,,91.1,100,0,0,0,1683,2,8.0,1,1,3,4.1,0,False,6,3,0,0,Stephens,Stephens,40845.jpg,0,445648,Dale,37.0,1324,40845,3.1,239.8,100,2,0.8,0,191,3,0,0,-1,73762,35,3.6,44,36.7,56,0,1,1149,2.1,2018-11-10T15:01:14Z,0,3,0,36
False,0.5,11,a,,53.6,,0,0,0,645,1,6.1,1,0,3,0.9,0,False,7,3,0,0,Kayal,Kayal,38490.jpg,0,70786,Beram,49.0,707,38490,-0.1,187.2,,0,0.1,0,114,3,0,0,-1,88670,27,0.4,44,29.1,57,0,1,36,2.3,,0,4,1,36
False,1.1,29,a,,519.4,,0,0,0,3148,1,14.2,1,0,3,2.3,0,False,20,3,0,1,March,March,109345.jpg,0,108538,Solomon,223.0,1761,109345,1.3,339.4,,5,0.4,0,260,4,0,0,0,165250,71,1.8,50,108.3,58,0,0,1834,3.1,,0,1,5,36
False,1.5,16,a,,391.8,100,0,0,0,401,10,6.6,2,0,3,4.9,1,False,13,3,0,1,Groß,Groß,60307.jpg,0,342842,Pascal,164.0,1080,60307,3.9,242.4,100,6,0.7,0,179,1,0,0,-3,50644,44,4.4,67,79.9,59,0,3,2090,2.9,2018-09-03T16:01:13Z,0,0,1,36
False,0.1,27,a,,147.9,100,0,0,0,122,5,8.8,0,0,3,3.3,0,False,24,3,0,0,Pröpper,Pröpper,66242.jpg,0,9069,Davy,53.0,1682,66242,2.3,243.6,100,0,0.6,0,220,2,0,0,-2,4167,42,2.8,48,44.6,60,0,2,396,2.2,2018-10-05T21:01:15Z,0,1,1,36
False,0.1,6,i,Knee injury - Expected back 29 Jan,60.5,0,0,0,0,34,0,3.7,0,0,3,0.0,0,False,19,3,0,0,Izquierdo Mena,Izquierdo,167473.jpg,0,12435,José Heriberto,140.0,565,167473,0.0,58.8,0,0,0.0,0,67,2,0,0,-1,4308,22,0.0,59,26.0,61,0,1,7,2.4,2018-12-04T22:31:16Z,0,1,2,36
False,2.2,23,a,,114.9,100,0,0,0,5207,1,12.2,8,0,4,1.9,0,False,17,3,0,1,Murray,Murray,20529.jpg,0,561618,Glenn,443.0,1432,20529,0.9,292.4,100,11,0.2,0,213,2,0,0,-2,622758,77,1.4,63,84.1,62,0,2,2717,3.3,2018-12-08T14:01:16Z,0,3,0,36
False,0.1,0,u,Season-long loan to Queens Park Rangers,0.0,0,0,0,0,23,0,0.0,0,0,4,0.0,0,False,25,3,0,0,Hemed,Hemed,38499.jpg,0,11004,Tomer,0.0,0,38499,0.0,0.0,0,0,0.0,0,0,0,0,0,-1,1390,0,0.0,49,0.0,63,0,1,3,0.0,2018-08-23T13:01:11Z,0,0,0,36
False,0.3,0,u,Transferred to Reading,0.0,0,0,0,0,53,0,0.0,0,0,4,0.0,0,False,9,3,0,0,Baldock,Baldock,28462.jpg,0,16190,Sam,0.0,0,28462,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1543,0,0.0,45,0.0,64,0,0,16,0.0,2018-08-01T08:30:27Z,0,0,0,36
False,0.6,10,a,,140.8,100,0,0,0,2125,2,7.2,2,0,4,5.3,0,False,9,3,0,1,Locadia,Locadia,106757.jpg,0,27979,Jürgen,245.0,756,106757,4.3,123.2,100,6,0.9,0,114,2,0,0,-2,51885,38,4.8,53,50.5,65,0,2,4549,2.2,2018-11-10T18:01:14Z,0,1,0,36
False,0.3,6,a,,11.8,100,0,0,0,789,1,5.2,2,0,4,1.7,0,False,10,3,0,0,Andone,Andone,93284.jpg,0,30488,Florin,236.0,498,93284,0.7,89.4,100,2,0.2,0,57,1,0,0,0,39594,26,1.2,50,33.1,66,0,0,494,2.0,2018-09-22T15:31:13Z,0,1,0,36
False,3.6,5,a,,0.0,100,0,0,14,1804,2,3.8,0,0,1,3.5,0,False,27,3,0,0,Button,Button,50093.jpg,0,68026,David,0.0,360,50093,2.5,89.2,100,2,0.8,0,76,1,0,0,0,183076,15,3.0,40,8.9,179,0,0,10964,3.8,2018-11-08T15:31:14Z,0,0,0,36
False,1.3,0,a,,0.0,,0,0,0,472,0,0.0,0,0,1,0.5,0,False,23,3,0,0,Steele,Steele,49262.jpg,0,32414,Jason,0.0,0,49262,-0.5,0.0,,0,0.0,0,0,0,0,0,0,23816,0,0.0,40,0.0,439,0,0,90,0.0,,0,0,0,36
False,0.1,13,i,Hamstring injury - Expected back 29 Jan,89.1,0,0,0,0,301,0,5.2,0,0,2,0.0,0,False,30,3,0,0,Fernandes da Silva Junior,Bernardo,209362.jpg,0,13898,Bernardo,35.0,904,209362,0.0,224.8,0,0,0.4,0,146,1,0,0,-3,8751,22,1.8,42,35.0,440,0,3,10,2.0,2019-01-03T00:01:17Z,0,2,1,36
False,0.0,15,d,Hip injury - 75% chance of playing,98.0,75,0,0,0,36,0,4.6,0,0,3,0.4,0,False,8,3,0,0,Bissouma,Bissouma,227127.jpg,0,3077,Yves,111.0,861,227127,-0.4,118.8,75,0,0.0,0,74,0,0,0,-4,1390,21,0.0,46,32.8,466,0,4,4,1.3,2019-01-17T14:01:18Z,0,3,0,36
False,0.6,4,n,Away on international duty with Iran at the Asian Cup. - Expected back 09 Feb,58.7,0,0,0,0,106,0,2.2,0,0,3,0.0,0,False,16,3,0,0,Jahanbakhsh,Jahanbakhsh,165210.jpg,0,47750,Alireza,73.0,437,165210,0.0,44.0,0,0,0.0,0,31,3,0,0,-3,1936,15,0.0,67,17.5,476,0,3,8,1.5,2018-12-20T15:31:16Z,0,2,0,36
False,0.1,24,a,,170.6,,0,0,0,146,1,5.3,0,0,2,2.9,0,False,22,3,0,0,Montoya,Montoya,86153.jpg,0,12205,Martín,33.0,1350,86153,1.9,259.4,,1,0.6,0,201,1,0,0,-2,7758,23,2.4,43,46.4,503,0,2,233,1.5,,0,2,0,36
False,0.1,0,a,,0.0,,0,0,0,209,0,0.0,0,0,4,0.5,0,False,42,3,0,0,Gyokeres,Gyokeres,224117.jpg,0,4104,Viktor,0.0,0,224117,-0.5,0.0,,0,0.0,0,0,0,0,0,0,6373,0,0.0,45,0.0,551,0,0,236,0.0,,0,0,0,36
False,0.0,0,u,Season-long loan to Peterborough,0.0,0,0,0,0,22,0,0.0,0,0,2,0.0,0,False,28,3,0,0,White,White,198869.jpg,0,373,Ben,0.0,0,198869,0.0,0.0,0,0,0.0,0,0,0,0,0,0,569,0,0.0,40,0.0,559,0,0,6,0.0,2019-01-07T10:30:21Z,0,0,0,36
False,0.0,0,a,,0.0,,0,0,0,9,0,0.0,0,0,3,0.5,0,False,41,3,0,0,Sanders,Sanders,215062.jpg,0,21,Max,0.0,0,215062,-0.5,0.0,,0,0.0,0,0,0,0,0,0,42,0,0.0,45,0.0,572,0,0,11,0.0,,0,0,0,36
False,0.3,2,a,,20.0,100,0,0,12,454,8,4.2,0,0,1,3.0,0,False,1,4,0,0,Heaton,Heaton,21205.jpg,0,12047,Tom,0.0,360,21205,3.5,83.2,100,3,0.8,0,78,2,0,0,-2,22178,20,4.0,48,10.3,67,0,2,1435,5.0,2018-08-12T12:31:12Z,0,1,0,90
False,0.2,0,a,,0.0,100,0,0,0,45,0,0.0,0,0,1,-1.0,0,False,29,4,0,0,Pope,Pope,98747.jpg,0,15366,Nick,0.0,0,98747,-0.5,0.0,100,0,0.0,0,0,0,0,0,-2,1004,0,0.0,48,0.0,68,0,2,25,0.0,2018-07-27T07:01:08Z,0,0,0,90
False,0.2,32,a,,103.3,100,0,0,0,98,0,4.8,0,0,2,-1.0,0,False,2,4,0,0,Lowton,Lowton,68983.jpg,0,47256,Matthew,28.0,1208,68983,-0.5,225.6,100,0,0.0,0,193,3,0,0,-4,10944,22,0.0,46,35.8,69,0,4,19,1.5,2019-01-10T16:01:17Z,0,5,0,90
False,1.7,43,a,,78.5,,0,0,0,771,5,12.1,0,0,2,1.8,0,False,6,4,0,0,Mee,Mee,51927.jpg,1,252578,Ben,136.0,2070,51927,2.3,558.2,,4,0.6,0,369,6,0,0,-3,92618,57,2.8,47,77.3,70,0,3,372,2.5,,0,5,2,90
False,0.5,6,a,,17.2,100,0,0,0,91,0,1.5,0,0,2,-1.0,0,False,23,4,0,0,Ward,Ward,40616.jpg,0,114249,Stephen,19.0,228,40616,-0.5,48.4,100,0,0.0,0,44,1,0,0,-3,11606,7,0.0,47,8.5,71,0,3,29,2.3,2018-10-16T15:31:15Z,0,1,0,90
False,4.4,38,a,,34.2,100,0,0,0,2463,6,13.8,3,0,2,2.6,0,False,5,4,0,1,Tarkowski,Tarkowski,17761.jpg,0,554884,James,263.0,1736,17761,3.1,620.0,100,4,0.8,0,323,5,0,0,-3,289641,65,3.6,47,91.9,72,0,3,2337,3.3,2018-12-01T15:01:16Z,0,5,1,90
False,0.3,9,a,,11.6,,0,0,0,230,0,3.8,0,0,2,-1.0,0,False,28,4,0,0,Long,Long,41674.jpg,0,38623,Kevin,8.0,513,41674,-0.5,147.8,,0,0.0,0,101,1,0,0,-3,10584,16,0.0,42,16.8,73,0,3,63,2.7,,0,0,1,90
False,0.3,39,a,,181.2,,0,0,0,319,6,11.4,0,0,2,2.2,0,False,3,4,0,0,Taylor,Taylor,103914.jpg,0,25846,Charlie,25.0,1890,103914,2.7,372.2,,1,0.7,0,319,5,0,0,-1,29037,50,3.2,44,58.0,74,0,1,469,2.2,,0,1,0,90
False,0.1,11,a,,93.3,100,0,0,0,124,5,5.2,0,0,2,1.6,0,False,26,4,0,0,Bardsley,Bardsley,17997.jpg,0,10003,Phil,28.0,860,17997,2.1,133.6,100,0,0.6,0,131,3,0,0,-3,5848,22,2.6,42,25.4,75,0,3,349,2.2,2019-01-02T23:31:16Z,0,6,0,90
False,1.2,28,d,Thigh injury - 75% chance of playing,363.8,75,0,0,0,2068,0,11.8,2,0,3,0.1,0,False,7,4,0,1,Gudmundsson,Gudmundsson,60586.jpg,0,374873,Johann Berg,265.0,1346,60586,0.5,318.4,75,5,0.2,1,235,5,0,0,-5,323581,65,1.2,55,94.8,76,0,5,17,3.8,2019-01-10T16:01:17Z,-1,2,5,90
False,0.0,14,a,,36.6,100,0,0,0,16,0,1.9,0,0,3,-1.0,0,False,16,4,0,0,Defour,Defour,39847.jpg,0,1609,Steven,0.0,449,39847,-0.5,61.4,100,0,0.0,0,70,0,0,0,-2,964,10,0.0,53,9.9,77,0,2,18,1.7,2018-12-04T15:31:15Z,0,0,0,90
False,0.2,27,a,,104.5,,0,0,0,322,3,8.3,1,0,3,2.4,0,False,13,4,0,1,Hendrick,Hendrick,83314.jpg,0,13519,Jeff,189.0,1012,83314,2.9,120.8,,3,0.7,0,153,2,0,0,-3,10174,43,3.4,52,41.4,78,0,3,73,2.4,,0,2,2,90
False,0.0,12,a,,134.4,0,0,0,0,24,0,2.2,0,1,3,-1.4,0,False,12,4,0,0,Brady,Brady,90517.jpg,0,2528,Robbie,74.0,534,90517,0.0,77.8,100,0,-0.1,0,50,1,0,0,-1,1279,12,-0.4,54,28.6,79,0,1,24,1.3,2019-01-02T22:31:17Z,0,3,1,90
False,2.4,32,a,,386.7,100,0,0,0,4571,3,13.1,0,0,3,3.6,0,False,18,4,0,0,Westwood,Westwood,60551.jpg,0,182904,Ashley,120.0,1561,60551,4.1,326.0,100,5,1.0,0,291,5,0,0,0,283471,59,4.6,45,83.7,80,0,0,8653,3.0,2018-08-03T12:31:10Z,0,3,5,90
False,0.0,0,i,Achilles injury - Expected back 30 Mar,0.0,0,0,0,0,11,0,0.0,0,0,3,0.0,0,False,,4,0,0,Walters,Walters,12813.jpg,0,3350,Jonathan,0.0,0,12813,0.0,0.0,0,0,0.0,0,0,0,0,0,-2,655,0,0.0,48,0.0,81,0,2,6,0.0,2018-08-30T16:31:13Z,0,0,0,90
False,0.6,38,a,,185.9,100,0,0,0,758,3,11.7,1,0,3,1.4,0,False,4,4,0,0,Cork,Cork,40145.jpg,0,62533,Jack,152.0,1962,40145,1.9,305.2,100,0,0.5,0,277,6,0,0,-4,32420,54,2.4,46,64.6,82,0,4,430,2.5,2018-11-10T14:01:14Z,0,4,1,90
False,0.4,22,i,Knee injury - Unknown return date,121.2,0,0,0,0,423,0,8.4,1,0,3,0.0,0,False,25,4,0,1,Lennon,Lennon,17349.jpg,0,136650,Aaron,108.0,1214,17349,0.0,151.6,0,2,0.0,0,133,3,0,0,-1,131222,41,0.0,49,38.0,83,0,1,4,2.6,2018-12-19T01:01:16Z,0,1,1,90
False,1.1,20,a,,108.6,,0,0,0,3139,0,9.1,3,0,4,-0.2,0,False,9,4,0,0,Vokes,Vokes,40399.jpg,0,188819,Sam,292.0,907,40399,0.3,152.0,,7,0.2,0,130,2,0,0,-2,185956,48,0.8,53,54.3,84,0,2,434,2.4,,0,0,0,90
False,1.4,17,a,,177.5,100,0,0,0,5488,2,10.0,4,0,4,2.4,0,False,10,4,0,1,Barnes,Barnes,44699.jpg,0,107217,Ashley,465.0,1072,44699,2.9,219.4,100,6,0.6,0,158,5,0,0,-3,133983,57,3.4,57,85.6,85,0,3,984,2.6,2018-07-24T09:01:08Z,0,3,2,90
False,0.9,0,u,Season-long loan to Queens Park Rangers,0.0,0,0,0,0,256,0,0.0,0,0,4,0.0,0,False,21,4,0,0,Wells,Wells,92383.jpg,0,92587,Nahki,0.0,0,92383,0.0,0.0,0,0,0.0,0,0,0,0,0,0,13348,0,0.0,45,0.0,86,0,0,21,0.0,2018-08-23T23:01:12Z,0,0,0,90
False,0.4,27,a,,154.3,100,0,0,0,1467,2,8.1,3,0,4,2.8,0,False,11,4,0,0,Wood,Wood,60689.jpg,0,46082,Chris,447.0,1329,60689,3.3,154.2,100,3,0.6,0,119,5,0,0,-3,39705,50,3.8,62,74.4,87,0,3,287,2.2,2018-08-12T12:31:12Z,0,2,0,90
False,0.1,0,a,,0.0,,0,0,0,28,0,0.0,0,0,1,-1.0,0,False,22,4,0,0,Lindegaard,Lindegaard,39725.jpg,0,4765,Anders,0.0,0,39725,-0.5,0.0,,0,0.0,0,0,0,0,0,-2,869,0,0.0,43,0.0,485,0,2,10,0.0,,0,0,0,90
False,6.2,41,a,,10.1,,0,0,77,10905,0,15.7,0,0,1,-1.0,0,False,20,4,0,2,Hart,Hart,15749.jpg,0,485175,Joe,0.0,1710,15749,-0.5,594.6,,7,0.0,0,378,4,0,1,-1,527011,69,0.0,44,60.3,490,0,1,841,3.6,,0,0,0,90
False,0.1,3,a,,0.4,0,0,0,0,47,0,1.3,1,0,2,0.0,0,False,14,4,0,0,Gibson,Gibson,83312.jpg,0,15927,Ben,33.0,62,83312,0.0,42.4,0,0,0.3,0,17,0,0,0,-2,1440,6,1.2,48,7.6,491,0,2,23,6.0,2018-09-03T16:31:13Z,0,1,0,90
False,0.0,6,a,,22.8,100,0,0,0,50,0,2.3,1,0,4,-1.0,0,False,27,4,0,0,Vydra,Vydra,81183.jpg,0,9163,Matej,54.0,262,81183,-0.5,44.2,100,0,0.0,0,43,0,0,0,-3,3371,13,0.0,57,11.8,495,0,3,15,1.6,2018-08-10T14:31:13Z,0,1,0,90
False,0.2,6,a,,154.8,,0,0,0,628,3,4.5,1,0,3,2.8,0,False,31,4,0,0,McNeil,McNeil,433154.jpg,0,6716,Dwight,152.0,438,433154,3.3,124.6,,0,0.9,0,88,2,0,0,-1,20620,20,3.8,44,42.9,534,0,1,1272,3.3,,0,1,1,90
False,0.0,0,u,Season-long loan to Swindon Town,0.0,0,0,0,0,12,0,0.0,0,0,2,0.0,0,False,42,4,0,0,Koiki,Koiki,432793.jpg,0,274,Abd-Al-Ali Morakinyo Olaposi,0.0,0,432793,0.0,0.0,0,0,0.0,0,0,0,0,0,0,377,0,0.0,40,0.0,564,0,0,3,0.0,2019-01-10T17:01:18Z,0,0,0,90
False,0.2,31,d,Groin Injury - 75% chance of playing,118.0,100,0,0,0,179,0,7.1,0,0,3,0.5,0,False,7,5,0,0,Arter,Arter,48615.jpg,0,12476,Harry,123.0,1497,48615,1.1,167.0,75,0,0.3,0,167,5,0,0,-1,3643,35,1.6,49,40.9,33,0,1,13,1.8,2019-01-19T20:01:19Z,0,6,0,97
False,11.1,44,a,,10.0,,0,0,85,8471,2,22.0,0,0,1,6.6,0,False,1,5,0,3,Etheridge,Etheridge,88734.jpg,0,322986,Neil,0.0,2070,88734,7.1,727.4,,14,1.7,0,485,6,0,3,1,847349,101,7.6,46,73.5,88,0,-1,22864,4.4,,0,2,0,97
False,0.1,0,a,,0.0,,0,0,0,56,0,0.0,0,0,1,-1.0,0,False,12,5,0,0,Smithies,Smithies,45220.jpg,0,5802,Alex,0.0,0,45220,-0.5,0.0,,0,0.0,0,0,0,0,0,-2,2212,0,0.0,43,0.0,89,0,2,28,0.0,,0,0,0,97
False,0.6,41,d,Unknown - 25% chance of playing,172.9,25,0,0,0,2849,0,13.6,0,0,2,0.7,0,False,4,5,0,0,Morrison,Morrison,49982.jpg,0,52408,Sean,320.0,1959,49982,0.8,414.4,25,2,0.8,0,317,6,0,0,-3,45637,64,3.6,47,90.8,90,0,3,30,2.9,2019-01-18T12:01:18Z,0,3,4,97
False,2.8,39,a,,36.0,,0,0,0,5100,1,16.3,2,0,2,3.2,0,False,22,5,0,1,Bamba,Bamba,19523.jpg,0,118824,Sol,224.0,1980,19523,3.7,605.8,,10,0.9,0,368,6,0,0,1,224795,75,4.2,46,86.6,91,0,-1,2749,3.4,,0,4,1,97
False,0.3,44,a,,101.5,,0,0,0,698,1,13.2,0,0,2,3.2,0,False,5,5,0,0,Ecuele Manga,Ecuele Manga,49382.jpg,0,12275,Bruno,70.0,2070,49382,3.7,419.6,,1,1.0,0,355,6,0,0,-1,20891,58,4.2,44,59.4,92,0,1,641,2.5,,0,0,1,97
False,1.9,0,a,,0.0,,0,0,0,2141,0,0.0,0,0,2,-1.0,0,False,16,5,0,0,Connolly,Connolly,27698.jpg,0,86674,Matthew,0.0,0,27698,-0.5,0.0,,0,0.0,0,0,0,0,0,-2,99936,0,0.0,38,0.0,93,0,2,5074,0.0,,0,0,0,97
False,0.4,25,a,,161.9,100,0,0,0,244,1,9.5,0,0,2,1.4,0,False,3,5,0,0,Bennett,Bennett,56981.jpg,0,48863,Joe,20.0,1318,56981,1.9,251.4,100,2,0.5,0,237,5,0,0,-1,49853,42,2.4,44,43.4,94,0,1,61,2.8,2018-12-26T14:01:16Z,0,2,1,97
False,3.6,9,a,,15.7,100,0,0,0,3110,1,2.6,0,0,2,0.6,0,False,2,5,0,0,Peltier,Peltier,38716.jpg,0,273270,Lee,4.0,372,38716,1.1,75.0,100,0,0.4,0,60,1,0,0,-1,256193,10,1.6,39,9.5,95,0,1,2135,1.4,2018-11-10T12:31:14Z,0,1,0,97
False,0.5,4,d,Lack of match fitness - 75% chance of playing,1.5,75,0,0,0,313,0,0.3,0,0,2,-0.8,0,False,6,5,0,0,Richards,Jazz Richards,73459.jpg,0,44961,Ashley Darel Jazz,0.0,97,73459,-0.4,12.2,75,0,0.0,0,11,0,0,0,-1,22362,1,0.0,39,1.5,96,0,1,120,0.3,2018-11-02T12:01:13Z,0,0,0,97
False,0.0,0,u,Contract expired,0.0,0,0,0,0,21,0,0.0,0,0,2,0.0,0,False,,5,0,0,Halford,Halford,14927.jpg,0,1467,Greg,0.0,0,14927,0.0,0.0,0,0,0.0,0,0,0,0,0,0,567,0,0.0,40,0.0,97,0,0,6,0.0,2018-07-09T09:22:51Z,0,0,0,97
False,0.1,27,a,,223.7,100,0,0,0,44,2,5.9,0,1,3,0.4,1,False,8,5,0,0,Ralls,Ralls,104073.jpg,0,23939,Joe,122.0,1238,104073,0.9,176.2,100,0,0.3,0,142,3,0,0,-4,8966,27,1.4,46,52.0,98,0,4,15,1.5,2018-10-06T17:31:14Z,0,2,0,97
False,0.1,32,a,,161.6,100,0,0,0,160,2,9.8,2,0,3,1.0,0,False,33,5,0,0,Hoilett,Hoilett,49806.jpg,0,21399,David Junior,272.0,1388,49806,1.5,162.2,100,1,0.4,0,125,4,0,0,-5,5652,49,2.0,50,58.9,99,0,5,29,2.5,2018-10-06T14:01:16Z,0,4,1,97
False,0.0,5,a,,61.8,25,0,0,0,22,2,3.1,0,0,3,0.0,0,False,19,5,0,0,Mendez-Laing,Mendez-Laing,76360.jpg,0,3657,Nathaniel,107.0,391,76360,0.2,62.4,25,0,0.3,0,60,2,0,0,-2,779,15,1.2,48,23.3,100,0,2,20,1.7,2018-08-25T18:01:15Z,0,0,0,97
False,0.8,32,a,,237.4,100,0,0,0,2940,2,13.1,4,0,3,1.0,0,False,13,5,0,1,Paterson,Paterson,122797.jpg,0,121496,Callum,426.0,1575,122797,1.5,229.2,100,4,0.4,0,192,4,0,0,-4,154820,67,2.0,51,89.2,101,0,4,229,3.4,2018-12-29T15:01:17Z,0,2,1,97
False,0.8,21,a,,103.5,100,0,0,0,1856,0,8.2,1,0,3,0.8,0,False,17,5,0,1,Gunnarsson,Gunnarsson,49845.jpg,0,90806,Aron,113.0,1118,49845,1.3,200.6,100,3,0.4,0,154,3,0,0,-1,70260,36,1.8,44,41.7,102,0,1,241,2.6,2018-10-20T16:31:16Z,0,2,0,97
False,0.1,0,u,Not in Squad,0.0,0,0,0,0,41,0,0.0,0,0,3,0.0,0,False,,5,0,0,Pilkington,Pilkington,40451.jpg,0,11895,Anthony,0.0,0,40451,0.0,0.0,0,0,0.0,0,0,0,0,0,-1,2520,0,0.0,44,0.0,103,0,1,2,0.0,2018-09-06T06:33:08Z,0,0,0,97
False,0.1,2,a,,1.0,,0,0,0,72,0,0.5,0,0,3,-1.0,0,False,20,5,0,0,Damour,Damour,54527.jpg,0,4797,Loïc,8.0,21,54527,-0.5,0.6,,0,0.0,0,6,0,0,0,-2,3512,2,0.0,43,0.9,104,0,2,71,1.0,,0,0,0,97
False,0.2,10,a,,56.4,75,0,0,0,179,1,4.2,1,0,3,-0.8,0,False,9,5,0,0,Ward,Ward,75826.jpg,0,42783,Danny,63.0,322,75826,-0.2,60.2,100,0,0.0,0,56,0,0,0,-2,34712,18,0.2,43,17.8,105,0,2,115,1.8,2018-12-07T12:31:15Z,0,0,0,97
False,0.3,22,a,,142.8,100,0,0,0,658,1,10.6,3,0,3,0.0,0,False,11,5,0,0,Murphy,Murphy,114245.jpg,0,62070,Josh,411.0,1161,114245,0.5,171.4,100,1,0.2,0,114,4,0,0,-2,63449,51,1.0,48,71.9,106,0,2,64,2.7,2018-10-27T14:01:13Z,0,0,0,97
False,0.2,7,d,Thigh injury - 25% chance of playing,71.3,25,0,0,0,140,0,2.0,0,0,4,-0.3,0,False,10,5,0,0,Zohore,Zohore,82078.jpg,0,50494,Kenneth,142.0,287,82078,-0.1,22.8,25,0,0.0,0,13,1,0,0,-4,21445,9,0.0,46,23.6,107,0,4,27,1.3,2018-12-27T20:31:17Z,0,0,0,97
False,0.1,0,u,Season-long loan to Birmingham City,0.0,0,0,0,0,39,0,0.0,0,0,4,0.0,0,False,30,5,0,0,Bogle,Bogle,114054.jpg,0,11742,Omar,0.0,0,114054,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1598,0,0.0,45,0.0,108,0,0,20,0.0,2018-08-08T08:43:30Z,0,0,0,97
False,1.0,3,u,Season-long to Sheffield United,1.5,0,0,0,0,1720,0,1.1,0,0,4,0.0,0,False,24,5,0,0,Madine,Madine,45196.jpg,0,118830,Gary,8.0,32,45196,0.0,2.0,0,0,0.0,0,13,0,0,0,-1,93930,5,0.0,44,1.0,109,0,1,240,1.0,2019-01-08T09:31:17Z,0,0,0,97
False,0.6,20,a,,154.1,,0,0,0,1901,1,9.0,2,0,4,0.8,0,False,14,5,0,1,Reid,Reid,96994.jpg,0,96053,Bobby,251.0,851,96994,1.3,162.2,,4,0.3,0,143,1,0,0,-3,90718,47,1.8,52,56.5,110,0,3,935,2.8,,0,0,3,97
False,0.4,2,a,,14.1,,0,0,0,398,2,1.4,0,0,4,-0.5,0,False,29,5,0,0,Niasse,Niasse,113688.jpg,0,48831,Oumar,35.0,121,113688,0.0,5.4,,0,0.1,0,6,0,0,0,-5,16163,7,0.5,50,5.2,176,0,5,1185,1.2,,0,0,0,97
False,0.0,17,a,,69.7,100,0,0,0,41,0,2.1,0,0,2,0.4,0,False,18,5,0,0,Cunninghamm,Cunningham,80792.jpg,0,4313,Greg,19.0,630,80792,0.9,106.4,100,0,0.3,0,72,1,0,0,-3,1415,9,1.4,42,19.6,467,0,3,8,1.3,2018-12-22T16:31:16Z,0,3,0,97
False,2.7,42,a,,580.3,75,0,0,0,6555,1,15.0,3,0,3,2.4,0,False,21,5,0,1,Camarasa,Camarasa,175946.jpg,0,177143,Víctor,233.0,1882,175946,2.2,354.6,100,4,0.7,0,268,6,0,0,1,324602,69,3.4,46,116.9,504,0,-1,6441,3.1,2019-01-01T20:01:16Z,0,5,2,97
False,0.0,5,a,,73.2,75,0,0,0,43,0,4.9,1,0,3,-0.2,0,False,23,5,0,0,Harris,Harris,78911.jpg,0,2189,Kadeem,87.0,346,78911,0.2,81.2,100,0,0.2,0,72,1,0,0,0,2634,22,0.8,45,24.1,535,0,0,8,2.0,2019-01-06T17:01:16Z,0,1,1,97
False,0.2,0,a,,0.0,,0,0,0,167,0,0.0,0,0,1,-1.0,0,False,28,5,0,0,Murphy,Brian Murphy,10589.jpg,0,7785,Brian,0.0,0,10589,-0.5,0.0,,0,0.0,0,0,0,0,0,0,14693,0,0.0,40,0.0,537,0,0,91,0.0,,0,0,0,97
False,0.0,0,a,,0.3,,0,0,0,256,0,0.2,0,0,4,-0.5,0,False,32,5,0,0,Healey,Healey,131403.jpg,0,985,Rhys,0.0,17,131403,0.0,1.2,,0,0.1,0,1,0,0,0,0,2631,1,0.5,45,0.2,573,0,0,448,1.0,,0,0,0,97
False,0.5,0,u,Transferred to Real Madrid,0.0,0,0,0,0,66,0,0.0,0,0,1,0.0,0,False,13,6,0,0,Courtois,Courtois,60772.jpg,0,54895,Thibaut,0.0,0,60772,0.0,0.0,0,0,0.0,0,0,0,0,0,0,367,0,0.0,55,0.0,111,0,0,13,0.0,2018-08-09T06:49:10Z,0,0,0,8
False,0.1,0,a,,0.0,,0,0,0,50,0,0.0,0,0,1,0.5,0,False,13,6,0,0,Caballero,Caballero,20310.jpg,0,7678,Willy,0.0,0,20310,0.0,0.0,,0,0.0,0,0,0,0,0,-3,1864,0,0.0,47,0.0,112,0,3,43,0.0,,0,0,0,8
