0,0,0,0,1.78,0,0,0,0.48,0,0,0,0,0,1.64,0,0,0,0,0,0.47,2.19,0,0,0,0,0,0,0,4.31,3.54,0.52,0.75,0,0,0,0.75,0
0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,1.78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,-1,-0.26,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.23,0,-1,-1,-1,-1,-0.4,-1,-1,-0.46,-0.47,-1,0,0,-0.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-0.23,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7.31,1.55,10.15,6.67,7.6,18.44,6.98,6.88,13.41,8.92,13.32,7.19,4,0.74,3.21,6.4,1.07,11.13,3.28,1.78,4.25,4.19,1.4,5.74,1.79,0,5.15,2.53,4.23,4.48,13.31,0.56,13.17,4.45,13.12,5.33,5.07,15.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,1.1,0,0,1.77,0,0,1.27,0,1.78,0,0,0,0,0
0.49,0,0.51,0.5,1.75,0,0,0,1.74,5.55,3.57,9.03,0,0,3.47,0,1.7,6.06,2.27,0,3.55,1.58,2,0,3.56,0,0,0,0.76,18.71,12,1.68,9.09,0,3.41,0,0,0
7.35,2.14,7.29,1.74,16.1,3.72,1.51,1.55,21.68,5.99,12.75,12.22,1.43,-0.24,6.38,7.44,3.29,6.8,6.58,6.81,0.74,3.71,1.35,0,5.54,1.7,1.47,2.03,1.6,3.87,21.25,2.99,12.14,0.78,11.83,0.68,10.27,9.71
1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0
17.92,1.77,2.23,-0.28,3.93,8.22,1.64,2.62,20.41,9.6,6.68,2.35,0,0.77,3.48,4.34,2.51,1.3,3.2,2.35,1.53,2.74,3.08,0,7.92,0,5.77,3.2,0,11.13,4.64,1.78,15.89,3.2,0.74,2.5,2.11,3.82
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-0.46,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,3.09,0,0,0.71,0,0,1.72,0,0,0.46,0,1.65,0,0,0,0,0
0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.52,0,0,-0.49,0,0,0,0.48,0,0,0,0,0,0,0,0,0
0,0,0,0,1.51,0,0,0,0,0,0.75,0,0,0,0.77,0.59,0,0,1.5,2.1,0,0,0,0.64,0,0,0,0,0,0,0,1.78,0,0,1.54,1.75,0,1.79
0,0,0,0,0,1.77,0,0,0,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,1.47,0.78,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.76,0,1.78,0.69,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.76,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0.73
0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0
2.33,0,3.34,5.22,3.04,2.33,4.99,0.91,0.83,4.7,4.91,2.46,0,0,2.34,0,1.7,1.28,0,1.71,1.77,3.36,1.2,0.96,0,0,0.7,1.66,9.64,1.39,1.78,2.83,0.58,9.71,3.21,9.37,0,3.27
0.7,0,0,0,0,0,0,0.52,0,0.67,0,6.96,4.02,0,1.6,0,0,1.72,0.45,0,0,0,0,1.7,0,0,0,0.51,3.24,0,0,0,0,9.27,1.63,1.78,0,0.7
2.45,0,1.79,0,0,1.78,0,1.5,2.29,3.53,8.85,10.34,0.69,3.17,-0.07,2.86,0,-0.11,0.77,0,6.89,0,0,1.79,6.08,2.48,2.89,1.4,5.86,0.48,0,0.73,0,20.89,2.99,2.5,1.11,0.73
0,0,0,0,0,0,0,0,0.62,2.23,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.74,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0
0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.78,0,1.95,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0
0,0,0,1.79,0,0,0,4.84,3.43,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,3.04,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.6,1.59,0,0,0,0,0,0,0,0,0
0,0,0,3.58,0,0,0.62,0,0.71,0.73,-0.32,0,0,0,0,2.3,0,0,0,0,0,0,0,0,1.54,0,0,0.7,0.47,0,0.59,0,0,2.81,-0.28,0.6,2.24,1.73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0.65,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.27,1.68,1.57,2.21,11.02,15.34,2.83,6.14,3.52,3.47,0,14.05,1.27,0.89,0,5.35,0.58,0,1.54,0,1.52,3.32,0,1.77,0.45,4.56,0,0,0.77,0,17.97,8.9,0,0,5.62
0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,3.02,0,0.75,0.54,0.57,0.59,0,1.6,0,0,0,3.11,2.34,0,0,0,0,0,0,0,0,0,0.57
0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,4.82,2.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,2.66,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.71,0.77,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.45,0.76,1.63,0,1.46,0,2.2,0,0.77,0.56,0,1.78,1.77,1.5,3.55,0,1.65,1.77,0,0.68,1.77,0,0,0,1.54,0,0,0,0,0,0,1.62,0,0,0,1.75,0,0
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.46,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1.77,1.77,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.61,0,0,0,0,0,-0.28,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0.58,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,1.51,0.53,0,4.18,0,0,0,0,0,0,0,2.57,0,1.68,0,0,0.94,0.65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.81,0.73,10.93,12.07,15.93,13.79,21.02,17.94,24.57,27.06,22.3,17.38,7.3,10.59,16.71,20.82,21.37,15.75,15.71,15.22,8.08,19.6,12.75,24.34,10.54,1.52,17.22,16.25,17.22,24.11,19.25,11.73,20.97,20.8,8.72,20.85,21.28,10.14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.38,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,5.1,0,2.96,2.17,0,1.5,4.88,0,1.76,0.48,0,0,0,0,0,0,0
0,0.65,0,0,0,0,2.32,0,0,0,0,0,0,0,0.71,0,0,0,0,0,1.66,3.26,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0.77,1.75,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.52,0,0,2.02,0.47,0,0,0.76,0,1.3,0,0,0,0,0.24,0,0,0,0,0,0,3.2,0.73,0,0.59,0,1.5,2.32,0.47,1.75,0,0,1.43,2.03,4.28,1.13,1.02,3.44
0,0,0,1.78,0,0,4.63,3.05,-0.72,0,0,1.77,0,0,0,7.33,0,0,1.52,0,0,0,0,1.68,0,0,0,0,0,0,0.48,0,0.6,3.18,0,1.73,0,0
1.71,0,0,0,0.76,0,0,0.78,0,0,1.71,0,0,0,0.55,0,0,0,0,0,0,5.34,0,1.62,0,0,0,0,0.61,0,0,1.64,1.52,0.49,1.68,0,4.31,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.75,0.62,0,13.99,4.22,1.76,2.24,4,0,0.76,0,2.1,0,0,0,2.2,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,-1,-1,0.33,-1,-1,-1,-1,-1,-1,0.47,0,0,-0.46,-1,-1,-1,-1,-1,-1,-0.22,-1,-1,-0.38,0,-1,-0.33,-0.23,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0.67,0,0,0,0,0,0,0.62,1.78,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.77,0,0,0,0,1.11,0,1.77,0,0,1.43,0.72,0,0,0,0.77,0,1.5,0.76,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.53,0.59,0,0,0,0.5,0,0,0,0,0,0,2.32,0,0,0,0,0.77,0,0.44,0,0,0,1.72,3.36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.76,0.71,0,0,0,0.78,0,0,0.67,0,0,0.73,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.77,0,0,0,0,2.29,10.57,6.95,1.71,11.48,0,2.91,2.38,0,0,0,0.69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,0
0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,2.89,0.68,0,1.73,0,1.55,6.14,0.6,0,0.77,0,1.44,6.31,0,1.73,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.05,0.78,1.56,0,0,5.36,8.29,5.38,3.54,0.76,0,0,2.74,0.72,0,5.97,3.65,0,0,8.23,3.25,4.44,0.66,0,0.49,0,0.74,0,0.77,0.77,1.79,1.4,0,0,0.77,0,1.53,0
0,0,0,0,0.52,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.41,2.54,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.79,0,0,1.75,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,3.26,0.75,1.54,0.74,0,0,2.26,1.77,0,5.69,0,5.04,2.31,0,0.74,0,0.63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.76,0,1.7,0,1.74,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0.67,0,0,0,0.75,0.77,0,0.56,0,0,0.77,0,0.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.78,0,0,1.58,2.49,0,0,0,0,0,1.78,1.6,0,0,0,0,0,0,0.52,0,0,0,0.74,0,0,0,0,0.65,0,0,0,0
0,0,4.21,0,3.58,3.3,0.75,2.05,0,0,0,0,1.46,0,0,1.23,1.65,0,0,0,0,2.55,1.66,1.61,0.74,0,0.77,0,0,1.78,0,0,0,0,-0.44,3.81,0,1.79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.32,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,1.5,0.62,0.66,0,0.62,0,0,0,0,0,0,0,0,0,0.48,0,0,0
0,0,0,0,0.78,0,5.81,0,0,0,0,0,0,0,0.76,3.24,0,0,0,0,0,0.58,0,0,0,0,5.24,0.58,0,1.38,0,0,0,0,0,-0.32,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.16,0,0.57,0,1.78,0.77,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0
3.15,0.7,0,0,0,0,0.76,0,0,0.63,0.68,0,0,0,0,0,0,0,0,0,0.47,0,1.54,0,0,0,0,-0.38,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.59,0,0,0,1.64,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.76,1.55,0,0,0,0.56,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0
0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.77,3.14,1.78,5.01,3.93,0.64,3.11,1.28,0,5.03,0,0,1.52,1.54,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0
2.22,0,0,0,0,0,0,0,0.58,0,0.68,0,0,1.76,0,0,0,0,0,0,0,1.79,1.6,0,0,0,0,0,0,0,0,0,0,1.68,1.79,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.66,0,0,0,0.46,0.7,2.82,1.16,0,0.44,1.54,2.17,0.54,0,0,0,0,0,0,0.77,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.54,0,0,0,0.66,0,0,0,0,0.68,0,0,0,0,0,0,0.5,0.47,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2,0,0,0,0.57,0,1.48,0,1.55,1.44,0,0,0,0,0.74,1.67,0.72,0,0,1.78,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,0,1.78,0,-0.42
