,Unnamed: 0,Unnamed: 0.1,webName,ID,elementID,firstName,secondName,fullName,cleanName,score_1,score_2,score_3
236,236,236,Alexander-Arnold,182,2,Trent,Alexander-Arnold,Trent Alexander-Arnold,Trent AlexanderArnold,8.74,0.0,24.969999999999995
237,237,237,van Dijk,183,2,Virgil,van Dijk,Virgil van Dijk,Virgil van Dijk,3.17,1.55,8.35
238,238,238,Gomez,184,2,Joseph,Gomez,Joseph Gomez,Joseph Gomez,1.78,0.0,7.38
239,239,239,Matip,185,2,Joel,Matip,Joel Matip,Joel Matip,1.54,0.0,0.0
240,240,240,Lovren,186,2,Dejan,Lovren,Dejan Lovren,Dejan Lovren,1.62,0.0,2.68
241,241,241,Firmino,187,4,Roberto,Firmino,Roberto Firmino,Roberto Firmino,4.92,0.0,22.099999999999998
242,242,242,Origi,188,4,Divock,Origi,Divock Origi,Divock Origi,3.5700000000000003,0.0,0.0
243,243,243,Alisson,189,1,Alisson,Ramses Becker,Alisson Ramses Becker,Alisson Ramses Becker,0.58,0.0,8.760000000000002
244,244,244,Mignolet,190,1,Simon,Mignolet,Simon Mignolet,Simon Mignolet,0.0,0.0,-1.0
245,245,245,Salah,191,3,Mohamed,Salah,Mohamed Salah,Mohamed Salah,13.72,2.94,95.91999999999999
246,246,246,Mané,192,3,Sadio,Mané,Sadio Mané,Sadio Mane,4.17,1.65,51.900000000000006
247,247,247,Chamberlain,193,3,Alex,Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Alex OxladeChamberlain,0.0,0.0,10.579999999999998
248,248,248,Shaqiri,194,3,Xherdan,Shaqiri,Xherdan Shaqiri,Xherdan Shaqiri,0.74,0.0,0.47
249,249,249,Lallana,195,3,Adam,Lallana,Adam Lallana,Adam Lallana,0.0,0.0,1.71
250,250,250,Keita,196,3,Naby,Keita,Naby Keita,Naby Keita,0.0,0.0,0.8399999999999999
251,251,251,Fabinho,197,3,Fabio Henrique,Tavares,Fabio Henrique Tavares,Fabio Henrique Tavares,0.0,0.0,0.0
252,252,252,Henderson,198,3,Jordan,Henderson,Jordan Henderson,Jordan Henderson,2.5,1.3199999999999998,3.5300000000000002
253,253,253,Wijnaldum,199,3,Georginio,Wijnaldum,Georginio Wijnaldum,Georginio Wijnaldum,0.0,0.0,4.470000000000001
254,254,254,Milner,200,3,James,Milner,James Milner,James Milner,0.0,0.0,2.33
255,255,255,Camacho,201,3,Rafael,Camacho,Rafael Camacho,Rafael Camacho,0.0,0.0,-1.37
256,256,256,Brewster,464,4,Rhian,Brewster,Rhian Brewster,Rhian Brewster,0.0,0.0,0.0
257,257,257,Adrián,526,1,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,Adrian San Miguel del Castillo,0.0,0.0,4.83
258,258,258,Lonergan,530,1,Andy,Lonergan,Andy Lonergan,Andy Lonergan,0.0,0.0,0.0
259,259,259,Kelleher,531,1,Caoimhin,Kelleher,Caoimhin Kelleher,Caoimhin Kelleher,0.0,0.0,0.0
260,260,260,Laporte,202,2,Aymeric,Laporte,Aymeric Laporte,Aymeric Laporte,4.77,0.0,9.02
261,261,261,Walker,203,2,Kyle,Walker,Kyle Walker,Kyle Walker,0.49,1.73,11.02
262,262,262,Mendy,204,2,Benjamin,Mendy,Benjamin Mendy,Benjamin Mendy,0.0,0.0,-1.0
263,263,263,Zinchenko,206,2,Oleksandr,Zinchenko,Oleksandr Zinchenko,Oleksandr Zinchenko,2.13,0.0,8.700000000000001
264,264,264,Stones,207,2,John,Stones,John Stones,John Stones,0.0,0.0,6.27
265,265,265,Otamendi,208,2,Nicolás,Otamendi,Nicolás Otamendi,Nicolas Otamendi,0.0,0.0,5.92
266,266,266,Danilo,209,2,Danilo Luiz,da Silva,Danilo Luiz da Silva,Danilo Luiz da Silva,0.0,0.0,0.0
267,267,267,Agüero,210,4,Sergio,Agüero,Sergio Agüero,Sergio Aguero,4.84,0.0,35.75000000000001
268,268,268,Jesus,211,4,Gabriel Fernando,de Jesus,Gabriel Fernando de Jesus,Gabriel Fernando de Jesus,1.77,0.0,1.58
269,269,269,Ederson,212,1,Ederson,Santana de Moraes,Ederson Santana de Moraes,Ederson Santana de Moraes,3.27,0.0,9.32
270,270,270,Bravo,213,1,Claudio,Bravo,Claudio Bravo,Claudio Bravo,0.0,0.0,0.0
271,271,271,Sterling,214,3,Raheem,Sterling,Raheem Sterling,Raheem Sterling,9.83,5.11,47.77000000000001
272,272,272,De Bruyne,215,3,Kevin,De Bruyne,Kevin De Bruyne,Kevin De Bruyne,3.5,-0.23,24.080000000000002
273,273,273,Sané,216,3,Leroy,Sané,Leroy Sané,Leroy Sane,1.49,0.0,4.95
274,274,274,Mahrez,217,3,Riyad,Mahrez,Riyad Mahrez,Riyad Mahrez,1.15,1.65,5.9799999999999995
275,275,275,Bernardo Silva,218,3,Bernardo Mota,Veiga de Carvalho e Silva,Bernardo Mota Veiga de Carvalho e Silva,Bernardo Mota Veiga de Carvalho e Silva,0.0,0.0,0.0
276,276,276,David Silva,219,3,David,Silva,David Silva,David Silva,2.49,0.0,28.0
277,277,277,Foden,220,3,Phil,Foden,Phil Foden,Phil Foden,0.0,0.0,0.0
278,278,278,Fernandinho,221,3,Fernando,Luiz Rosa,Fernando Luiz Rosa,Fernando Luiz Rosa,0.0,0.0,0.0
279,279,279,Gündogan,222,3,Ilkay,Gündogan,Ilkay Gündogan,Ilkay Gundogan,0.0,0.0,1.5
280,280,280,Angeliño,440,2,José Ángel,Esmorís Tasende,José Ángel Esmorís Tasende,Jose Angel Esmoris Tasende,0.0,0.0,0.0
281,281,281,Rodrigo,443,3,Rodrigo,Hernandez,Rodrigo Hernandez,Rodrigo Hernandez,0.0,0.0,0.0
282,282,282,Cancelo,518,2,João Pedro Cavaco,Cancelo,João Pedro Cavaco Cancelo,Joao Pedro Cavaco Cancelo,0.0,0.0,0.0
283,283,283,Wan-Bissaka,122,2,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Aaron WanBissaka,2.89,0.0,26.509999999999998
284,284,284,Maguire,160,2,Harry,Maguire,Harry Maguire,Harry Maguire,1.63,1.46,10.92
285,285,285,Smalling,223,2,Chris,Smalling,Chris Smalling,Chris Smalling,0.0,0.0,1.38
286,286,286,Young,224,2,Ashley,Young,Ashley Young,Ashley Young,0.0,0.0,2.44
287,287,287,Lindelöf,225,2,Victor,Lindelöf,Victor Lindelöf,Victor Lindelof,0.0,0.0,0.0
288,288,288,Shaw,226,2,Luke,Shaw,Luke Shaw,Luke Shaw,0.0,0.0,4.02
289,289,289,Rojo,227,2,Marcos,Rojo,Marcos Rojo,Marcos Rojo,0.0,0.0,0.0
290,290,290,Bailly,228,2,Eric,Bailly,Eric Bailly,Eric Bailly,0.63,0.0,-1.0
291,291,291,Dalot,229,2,José Diogo,Dalot Teixeira,José Diogo Dalot Teixeira,Jose Diogo Dalot Teixeira,0.0,0.0,0.0
292,292,292,Darmian,230,2,Matteo,Darmian,Matteo Darmian,Matteo Darmian,0.0,0.0,0.0
293,293,293,Jones,231,2,Phil,Jones,Phil Jones,Phil Jones,0.0,0.0,0.77
294,294,294,Lukaku,232,4,Romelu,Lukaku,Romelu Lukaku,Romelu Lukaku,0.0,0.0,10.94
295,295,295,Rashford,233,4,Marcus,Rashford,Marcus Rashford,Marcus Rashford,5.64,5.29,20.319999999999997
296,296,296,Greenwood,234,4,Mason,Greenwood,Mason Greenwood,Mason Greenwood,0.0,0.0,0.0
297,297,297,de Gea,235,1,David,de Gea,David de Gea,David de Gea,3.54,1.5,3.08
298,298,298,Romero,236,1,Sergio,Romero,Sergio Romero,Sergio Romero,0.0,0.0,0.0
299,299,299,Grant,237,1,Lee,Grant,Lee Grant,Lee Grant,1.58,0.0,2.23
300,300,300,Pogba,238,3,Paul,Pogba,Paul Pogba,Paul Pogba,0.56,0.0,9.48
301,301,301,Martial,239,3,Anthony,Martial,Anthony Martial,Anthony Martial,1.76,0.0,31.019999999999996
302,302,302,Sánchez,240,3,Alexis,Sánchez,Alexis Sánchez,Alexis Sanchez,0.0,0.0,2.49
303,303,303,Lingard,241,3,Jesse,Lingard,Jesse Lingard,Jesse Lingard,0.0,0.0,1.77
304,304,304,Mata,242,3,Juan,Mata,Juan Mata,Juan Mata,0.0,0.0,0.0
305,305,305,James,243,3,Daniel,James,Daniel James,Daniel James,0.0,0.0,-1.0
306,306,306,Fred,244,3,Frederico,Rodrigues de Paula Santos,Frederico Rodrigues de Paula Santos,Frederico Rodrigues de Paula Santos,0.0,0.0,0.0
307,307,307,Gomes,245,3,Angel,Gomes,Angel Gomes,Angel Gomes,0.49,0.0,-0.31000000000000005
308,308,308,Pereira,246,3,Andreas,Pereira,Andreas Pereira,Andreas Pereira,0.0,0.0,1.71
309,309,309,Matic,247,3,Nemanja,Matic,Nemanja Matic,Nemanja Matic,0.0,0.0,0.0
310,310,310,McTominay,248,3,Scott,McTominay,Scott McTominay,Scott McTominay,0.0,0.0,0.0
311,311,311,Chong,249,3,Tahith,Chong,Tahith Chong,Tahith Chong,0.0,0.0,0.0
312,312,312,Garner,250,3,James,Garner,James Garner,James Garner,0.0,0.0,0.0
313,313,313,Tuanzebe,481,2,Axel,Tuanzebe,Axel Tuanzebe,Axel Tuanzebe,0.0,0.0,0.0
314,314,314,Ritchie,251,2,Matt,Ritchie,Matt Ritchie,Matt Ritchie,0.0,0.0,1.5
315,315,315,Schär,252,2,Fabian,Schär,Fabian Schär,Fabian Schar,0.0,0.0,0.0
316,316,316,Yedlin,253,2,DeAndre,Yedlin,DeAndre Yedlin,DeAndre Yedlin,0.61,0.0,-0.28
317,317,317,Fernández,254,2,Federico,Fernández,Federico Fernández,Federico Fernandez,0.0,0.0,0.0
318,318,318,Dummett,255,2,Paul,Dummett,Paul Dummett,Paul Dummett,0.0,0.0,0.0
319,319,319,Manquillo,256,2,Javier,Manquillo,Javier Manquillo,Javier Manquillo,0.0,0.0,1.3
320,320,320,Lejeune,257,2,Florian,Lejeune,Florian Lejeune,Florian Lejeune,0.6,0.0,-1.0
321,321,321,Lascelles,258,2,Jamaal,Lascelles,Jamaal Lascelles,Jamaal Lascelles,0.0,0.0,0.69
322,322,322,Clark,259,2,Ciaran,Clark,Ciaran Clark,Ciaran Clark,0.0,0.0,0.0
323,323,323,Muto,260,4,Yoshinori,Muto,Yoshinori Muto,Yoshinori Muto,0.0,0.0,0.0
324,324,324,Joselu,261,4,Jose Luis,Mato Sanmartín,Jose Luis Mato Sanmartín,Jose Luis Mato Sanmartin,0.0,0.0,0.0
325,325,325,Dubravka,262,1,Martin,Dubravka,Martin Dubravka,Martin Dubravka,0.0,0.0,0.0
326,326,326,Darlow,263,1,Karl,Darlow,Karl Darlow,Karl Darlow,0.0,0.0,0.0
327,327,327,Woodman,264,1,Frederick,Woodman,Frederick Woodman,Frederick Woodman,0.0,0.0,-1.0
328,328,328,Almirón,266,3,Miguel,Almirón,Miguel Almirón,Miguel Almiron,1.77,0.0,2.29
329,329,329,Atsu,267,3,Christian,Atsu,Christian Atsu,Christian Atsu,0.0,0.0,-0.28
330,330,330,Ki Sung-yueng,268,3,Sung-yueng,Ki,Sung-yueng Ki,Sungyueng Ki,0.0,0.0,4.34
331,331,331,Shelvey,269,3,Jonjo,Shelvey,Jonjo Shelvey,Jonjo Shelvey,0.0,0.0,0.0
332,332,332,Longstaff,270,3,Sean,Longstaff,Sean Longstaff,Sean Longstaff,0.0,0.0,0.0
333,333,333,Hayden,271,3,Isaac,Hayden,Isaac Hayden,Isaac Hayden,0.0,0.0,1.5899999999999999
334,334,334,Joelinton,466,4,Joelinton Cássio,Apolinário de Lira,Joelinton Cássio Apolinário de Lira,Joelinton Cassio Apolinario de Lira,0.66,0.0,2.52
335,335,335,Colback,482,3,Jack,Colback,Jack Colback,Jack Colback,0.0,0.0,-1.0
336,336,336,Murphy,483,3,Jacob,Murphy,Jacob Murphy,Jacob Murphy,0.0,0.0,2.03
337,337,337,Willems,498,2,Jetro,Willems,Jetro Willems,Jetro Willems,0.75,0.0,0.0
338,338,338,Aarons,499,3,Rolando,Aarons,Rolando Aarons,Rolando Aarons,0.0,0.0,1.76
339,339,339,Saint-Maximin,500,3,Allan,Saint-Maximin,Allan Saint-Maximin,Allan SaintMaximin,0.72,0.0,0.77
340,340,340,Krafth,519,2,Emil,Krafth,Emil Krafth,Emil Krafth,0.0,0.0,0.0
341,341,341,Carroll,520,4,Andy,Carroll,Andy Carroll,Andy Carroll,0.0,0.0,3.2200000000000006
342,342,342,Klose,272,2,Timm,Klose,Timm Klose,Timm Klose,1.63,0.0,-1.0
343,343,343,Godfrey,273,2,Ben,Godfrey,Ben Godfrey,Ben Godfrey,0.0,0.0,1.6600000000000001
344,344,344,Aarons,274,2,Maximillian,Aarons,Maximillian Aarons,Maximillian Aarons,0.0,0.0,0.0
345,345,345,Zimmermann,275,2,Christoph,Zimmermann,Christoph Zimmermann,Christoph Zimmermann,1.56,0.0,-1.0
346,346,346,Lewis,276,2,Jamal,Lewis,Jamal Lewis,Jamal Lewis,0.75,0.0,0.0
347,347,347,Hanley,277,2,Grant,Hanley,Grant Hanley,Grant Hanley,1.22,0.0,0.0
348,348,348,Pukki,278,4,Teemu,Pukki,Teemu Pukki,Teemu Pukki,3.01,2.44,44.54000000000001
349,349,349,Srbeny,279,4,Dennis,Srbeny,Dennis Srbeny,Dennis Srbeny,0.0,0.0,0.0
350,350,350,Krul,280,1,Tim,Krul,Tim Krul,Tim Krul,0.57,0.0,0.0
351,351,351,McGovern,281,1,Michael,McGovern,Michael McGovern,Michael McGovern,0.0,0.0,0.0
352,352,352,Vrancic,282,3,Mario,Vrancic,Mario Vrancic,Mario Vrancic,0.0,0.0,0.0
353,353,353,Buendía,283,3,Emiliano,Buendía,Emiliano Buendía,Emiliano Buendia,1.55,0.0,0.0
354,354,354,Hernández,284,3,Onel,Hernández,Onel Hernández,Onel Hernandez,0.0,0.0,-0.25
355,355,355,Stiepermann,285,3,Marco,Stiepermann,Marco Stiepermann,Marco Stiepermann,0.0,0.0,0.0
356,356,356,McLean,286,3,Kenny,McLean,Kenny McLean,Kenny McLean,0.0,0.0,0.0
357,357,357,Cantwell,287,3,Todd,Cantwell,Todd Cantwell,Todd Cantwell,0.0,1.77,3.34
358,358,358,Leitner,288,3,Moritz,Leitner,Moritz Leitner,Moritz Leitner,0.0,0.0,0.0
359,359,359,Tettey,289,3,Alexander,Tettey,Alexander Tettey,Alexander Tettey,1.6800000000000002,0.0,0.0
360,360,360,Trybull,290,3,Tom,Trybull,Tom Trybull,Tom Trybull,0.0,0.0,0.0
361,361,361,Drmic,434,4,Josip,Drmic,Josip Drmic,Josip Drmic,0.0,0.0,-1.0
362,362,362,Roberts,435,3,Patrick,Roberts,Patrick Roberts,Patrick Roberts,0.62,0.0,0.0
363,363,363,Fahrmann,449,1,Ralf,Fahrmann,Ralf Fahrmann,Ralf Fahrmann,0.5,0.0,0.0
364,364,364,Byram,454,2,Sam,Byram,Sam Byram,Sam Byram,0.0,0.0,0.0
365,365,365,Heise,484,2,Philip,Heise,Philip Heise,Philip Heise,0.0,0.0,1.53
366,366,366,Amadou,507,3,Ibrahim,Amadou,Ibrahim Amadou,Ibrahim Amadou,0.0,0.0,0.0
367,367,367,Mousset,70,4,Lys,Mousset,Lys Mousset,Lys Mousset,1.48,0.0,0.0
368,368,368,Stevens,291,2,Enda,Stevens,Enda Stevens,Enda Stevens,0.0,4.86,0.0
369,369,369,Freeman,292,2,Kieron,Freeman,Kieron Freeman,Kieron Freeman,0.48,0.0,1.9500000000000002
370,370,370,O'Connell,293,2,Jack,O'Connell,Jack O'Connell,Jack OConnell,0.0,0.0,0.0
371,371,371,Baldock,294,2,George,Baldock,George Baldock,George Baldock,0.0,0.0,0.0
372,372,372,Egan,295,2,John,Egan,John Egan,John Egan,0.0,0.0,0.0
373,373,373,Stearman,296,2,Richard,Stearman,Richard Stearman,Richard Stearman,0.0,0.0,0.0
374,374,374,Lundstram,297,2,John,Lundstram,John Lundstram,John Lundstram,3.24,3.08,13.43
375,375,375,Sharp,298,4,Billy,Sharp,Billy Sharp,Billy Sharp,3.3,0.0,0.0
376,376,376,Eastwood,299,1,Jake,Eastwood,Jake Eastwood,Jake Eastwood,0.0,0.0,0.0
377,377,377,Duffy,300,3,Mark,Duffy,Mark Duffy,Mark Duffy,0.0,0.0,-1.0
378,378,378,Fleck,301,3,John,Fleck,John Fleck,John Fleck,0.0,0.0,-1.0
379,379,379,Norwood,302,3,Oliver,Norwood,Oliver Norwood,Oliver Norwood,0.0,0.0,0.52
380,380,380,McGoldrick,303,4,David,McGoldrick,David McGoldrick,David McGoldrick,1.69,0.0,0.71
381,381,381,Basham,423,2,Chris,Basham,Chris Basham,Chris Basham,0.0,0.0,0.0
382,382,382,Moore,436,1,Simon,Moore,Simon Moore,Simon Moore,0.0,0.0,0.0
383,383,383,Freeman,441,3,Luke,Freeman,Luke Freeman,Luke Freeman,0.0,0.0,0.0
384,384,384,Jagielka,444,2,Phil,Jagielka,Phil Jagielka,Phil Jagielka,0.0,0.0,0.76
385,385,385,Robinson,453,3,Callum,Robinson,Callum Robinson,Callum Robinson,1.96,1.79,1.67
386,386,386,Morrison,456,3,Ravel,Morrison,Ravel Morrison,Ravel Morrison,0.55,0.0,0.0
387,387,387,Henderson,471,1,Dean,Henderson,Dean Henderson,Dean Henderson,0.0,0.0,0.0
388,388,388,Osborn,472,3,Ben,Osborn,Ben Osborn,Ben Osborn,0.48,0.0,0.0
389,389,389,McBurnie,501,4,Oliver,McBurnie,Oliver McBurnie,Oliver McBurnie,0.0,0.0,0.0
390,390,390,Verrips,521,1,Michael,Verrips,Michael Verrips,Michael Verrips,0.0,0.0,0.0
391,391,391,Bešić,522,3,Muhamed,Bešić,Muhamed Bešić,Muhamed Besic,0.0,0.0,0.0
392,392,392,Vestergaard,304,2,Jannik,Vestergaard,Jannik Vestergaard,Jannik Vestergaard,0.0,0.0,0.49
393,393,393,Bertrand,305,2,Ryan,Bertrand,Ryan Bertrand,Ryan Bertrand,0.0,0.0,1.74
394,394,394,Valery,306,2,Yan,Valery,Yan Valery,Yan Valery,0.0,0.0,1.63
395,395,395,Bednarek,307,2,Jan,Bednarek,Jan Bednarek,Jan Bednarek,0.0,0.0,0.0
396,396,396,Stephens,308,2,Jack,Stephens,Jack Stephens,Jack Stephens,0.0,0.0,0.0
397,397,397,Yoshida,310,2,Maya,Yoshida,Maya Yoshida,Maya Yoshida,0.0,0.0,0.0
398,398,398,Ramsay,311,2,Kayne,Ramsay,Kayne Ramsay,Kayne Ramsay,0.0,0.0,0.0
399,399,399,Austin,312,4,Charlie,Austin,Charlie Austin,Charlie Austin,0.0,0.0,-1.0
400,400,400,Ings,313,4,Danny,Ings,Danny Ings,Danny Ings,0.0,0.0,1.04
401,401,401,Obafemi,314,4,Michael,Obafemi,Michael Obafemi,Michael Obafemi,0.0,0.0,0.0
402,402,402,Long,315,4,Shane,Long,Shane Long,Shane Long,0.0,0.0,0.0
403,403,403,Gallagher,316,4,Sam,Gallagher,Sam Gallagher,Sam Gallagher,0.0,0.0,-1.0
404,404,404,Forster,317,1,Fraser,Forster,Fraser Forster,Fraser Forster,0.0,0.0,0.0
405,405,405,McCarthy,318,1,Alex,McCarthy,Alex McCarthy,Alex McCarthy,0.0,0.0,0.0
406,406,406,Gunn,319,1,Angus,Gunn,Angus Gunn,Angus Gunn,2.36,3.28,32.1
407,407,407,Redmond,320,3,Nathan,Redmond,Nathan Redmond,Nathan Redmond,0.0,0.58,2.62
408,408,408,Ward-Prowse,321,3,James,Ward-Prowse,James Ward-Prowse,James WardProwse,0.0,0.0,0.0
409,409,409,Elyounoussi,322,3,Mohamed,Elyounoussi,Mohamed Elyounoussi,Mohamed Elyounoussi,0.0,0.0,0.78
410,410,410,Armstrong,323,3,Stuart,Armstrong,Stuart Armstrong,Stuart Armstrong,0.0,0.0,0.0
411,411,411,Lemina,324,3,Mario,Lemina,Mario Lemina,Mario Lemina,0.0,0.0,0.0
412,412,412,Højbjerg,325,3,Pierre-Emile,Højbjerg,Pierre-Emile Højbjerg,PierreEmile Hojbjerg,0.0,0.0,0.0
413,413,413,Johnson,326,3,Tyreke,Johnson,Tyreke Johnson,Tyreke Johnson,0.0,0.0,-1.0
414,414,414,Slattery,327,3,Callum,Slattery,Callum Slattery,Callum Slattery,0.0,0.0,0.0
415,415,415,Oriol Romeu,328,3,Oriol,Romeu Vidal,Oriol Romeu Vidal,Oriol Romeu Vidal,0.0,0.0,0.0
416,416,416,Adams,437,4,Che,Adams,Che Adams,Che Adams,5.2700000000000005,0.0,0.57
417,417,417,Djenepo,438,3,Moussa,Djenepo,Moussa Djenepo,Moussa Djenepo,1.48,0.0,0.0
418,418,418,Hoedt,485,2,Wesley,Hoedt,Wesley Hoedt,Wesley Hoedt,0.0,0.0,0.73
419,419,419,Cédric,486,2,Cédric,Soares,Cédric Soares,Cedric Soares,0.0,0.0,1.26
420,420,420,Boufal,508,3,Sofiane,Boufal,Sofiane Boufal,Sofiane Boufal,0.0,0.0,0.0
421,421,421,Danso,532,2,Kevin,Danso,Kevin Danso,Kevin Danso,0.0,0.0,0.0
422,422,422,Davies,329,2,Ben,Davies,Ben Davies,Ben Davies,0.0,0.0,0.0
423,423,423,Vertonghen,330,2,Jan,Vertonghen,Jan Vertonghen,Jan Vertonghen,0.77,0.0,1.5699999999999998
424,424,424,Alderweireld,331,2,Toby,Alderweireld,Toby Alderweireld,Toby Alderweireld,0.0,0.0,1.73
425,425,425,Rose,332,2,Danny,Rose,Danny Rose,Danny Rose,0.0,0.0,0.0
426,426,426,Sánchez,333,2,Davinson,Sánchez,Davinson Sánchez,Davinson Sanchez,0.0,0.0,0.0
427,427,427,Trippier,334,2,Kieran,Trippier,Kieran Trippier,Kieran Trippier,0.0,0.0,1.23
428,428,428,Foyth,335,2,Juan,Foyth,Juan Foyth,Juan Foyth,0.71,0.0,-1.0
429,429,429,Aurier,336,2,Serge,Aurier,Serge Aurier,Serge Aurier,0.57,0.0,0.77
430,430,430,Walker-Peters,337,2,Kyle,Walker-Peters,Kyle Walker-Peters,Kyle WalkerPeters,0.0,0.0,0.0
431,431,431,Kane,338,4,Harry,Kane,Harry Kane,Harry Kane,15.329999999999998,6.16,55.28999999999999
432,432,432,Janssen,339,4,Vincent,Janssen,Vincent Janssen,Vincent Janssen,0.0,0.0,-0.39
433,433,433,Lloris,340,1,Hugo,Lloris,Hugo Lloris,Hugo Lloris,1.79,0.0,5.18
434,434,434,Gazzaniga,341,1,Paulo,Gazzaniga,Paulo Gazzaniga,Paulo Gazzaniga,0.0,0.0,0.0
435,435,435,Son,342,3,Heung-Min,Son,Heung-Min Son,HeungMin Son,0.78,0.0,11.389999999999999
436,436,436,Eriksen,343,3,Christian,Eriksen,Christian Eriksen,Christian Eriksen,0.75,0.0,10.01
437,437,437,Alli,344,3,Bamidele,Alli,Bamidele Alli,Bamidele Alli,1.75,0.0,5.779999999999999
438,438,438,Lucas Moura,345,3,Lucas,Rodrigues Moura da Silva,Lucas Rodrigues Moura da Silva,Lucas Rodrigues Moura da Silva,1.25,0.0,1.83
439,439,439,Lamela,346,3,Erik,Lamela,Erik Lamela,Erik Lamela,1.45,-0.41,2.38
440,440,440,Winks,347,3,Harry,Winks,Harry Winks,Harry Winks,0.0,0.0,0.0
441,441,441,Wanyama,348,3,Victor,Wanyama,Victor Wanyama,Victor Wanyama,0.46,0.0,0.0
442,442,442,Sissoko,349,3,Moussa,Sissoko,Moussa Sissoko,Moussa Sissoko,0.0,0.0,0.0
443,443,443,Dier,350,3,Eric,Dier,Eric Dier,Eric Dier,1.46,0.0,0.0
444,444,444,Amos,351,3,Luke,Amos,Luke Amos,Luke Amos,0.0,0.0,-1.0
445,445,445,Skipp,352,3,Oliver,Skipp,Oliver Skipp,Oliver Skipp,0.0,0.0,0.0
446,446,446,Ndombele,442,3,Tanguy,Ndombele,Tanguy Ndombele,Tanguy Ndombele,0.71,0.0,5.220000000000001
447,447,447,Parrott,509,4,Troy,Parrott,Troy Parrott,Troy Parrott,0.0,0.0,0.0
448,448,448,Lo Celso,523,3,Giovani,Lo Celso,Giovani Lo Celso,Giovani Lo Celso,0.51,0.0,0.0
449,449,449,Sessegnon,524,3,Ryan,Sessegnon,Ryan Sessegnon,Ryan Sessegnon,0.0,0.0,0.0
450,450,450,Nkoudou,527,3,Georges-Kévin,Nkoudou,Georges-Kévin Nkoudou,GeorgesKevin Nkoudou,0.0,0.0,-1.0
451,451,451,Holebas,353,2,José,Holebas,José Holebas,Jose Holebas,0.0,0.0,7.15
452,452,452,Kabasele,354,2,Christian,Kabasele,Christian Kabasele,Christian Kabasele,0.77,0.0,0.0
453,453,453,Masina,355,2,Adam,Masina,Adam Masina,Adam Masina,0.0,0.0,0.0
454,454,454,Mariappa,356,2,Adrian,Mariappa,Adrian Mariappa,Adrian Mariappa,0.0,0.0,0.0
455,455,455,Kiko Femenía,357,2,Francisco,Femenía Far,Francisco Femenía Far,Francisco Femenia Far,0.0,0.0,1.44
456,456,456,Cathcart,358,2,Craig,Cathcart,Craig Cathcart,Craig Cathcart,0.0,0.0,0.0
457,457,457,Janmaat,359,2,Daryl,Janmaat,Daryl Janmaat,Daryl Janmaat,0.0,0.0,0.0
458,458,458,Navarro,360,2,Marc,Navarro,Marc Navarro,Marc Navarro,0.0,0.0,-1.0
459,459,459,Prödl,361,2,Sebastian,Prödl,Sebastian Prödl,Sebastian Prodl,0.0,0.0,0.0
460,460,460,Deeney,362,4,Troy,Deeney,Troy Deeney,Troy Deeney,0.61,0.0,8.47
461,461,461,Deulofeu,363,4,Gerard,Deulofeu,Gerard Deulofeu,Gerard Deulofeu,3.84,0.0,6.789999999999999
462,462,462,Gray,364,4,Andre,Gray,Andre Gray,Andre Gray,0.0,0.0,0.0
463,463,463,Success,365,4,Isaac,Success Ajayi,Isaac Success Ajayi,Isaac Success Ajayi,0.0,0.0,3.4000000000000004
464,464,464,Foster,366,1,Ben,Foster,Ben Foster,Ben Foster,0.0,0.0,2.16
465,465,465,Dahlberg,367,1,Pontus,Dahlberg,Pontus Dahlberg,Pontus Dahlberg,0.0,0.0,0.0
466,466,466,Doucouré,368,3,Abdoulaye,Doucouré,Abdoulaye Doucouré,Abdoulaye Doucoure,0.0,0.0,0.0
467,467,467,Pereyra,369,3,Roberto,Pereyra,Roberto Pereyra,Roberto Pereyra,1.53,0.0,2.18
468,468,468,Hughes,370,3,Will,Hughes,Will Hughes,Will Hughes,0.0,0.0,0.7
469,469,469,Cleverley,371,3,Tom,Cleverley,Tom Cleverley,Tom Cleverley,0.0,0.0,0.0
470,470,470,Sema,372,3,Ken,Sema,Ken Sema,Ken Sema,0.0,0.0,-1.0
471,471,471,Capoue,373,3,Etienne,Capoue,Etienne Capoue,Etienne Capoue,0.0,0.0,1.95
472,472,472,Chalobah,374,3,Nathaniel,Chalobah,Nathaniel Chalobah,Nathaniel Chalobah,0.0,0.0,0.0
473,473,473,Quina,375,3,Domingos,Quina,Domingos Quina,Domingos Quina,0.0,0.0,0.0
474,474,474,Dawson,439,2,Craig,Dawson,Craig Dawson,Craig Dawson,0.75,0.0,-0.48
475,475,475,Welbeck,512,4,Danny,Welbeck,Danny Welbeck,Danny Welbeck,0.0,0.0,0.0
476,476,476,Gomes,513,1,Heurelho da Silva,Gomes,Heurelho da Silva Gomes,Heurelho da Silva Gomes,0.0,0.0,0.0
477,477,477,Sarr,525,3,Ismaïla,Sarr,Ismaïla Sarr,Ismaila Sarr,0.0,0.0,14.44
478,478,478,Cresswell,376,2,Aaron,Cresswell,Aaron Cresswell,Aaron Cresswell,0.0,-0.41,0.0
