,PlayerID,Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds,elementID,BlogScore
1001,442,Ndombele,3,4,3,0,0,90,11,5,0,6,2,2,1,8,0,0.65,1.4,8.379999999999999,209051,60,31,56.037101265822784,25.889873417721518,3,5.2200000000000015
1002,278,Pukki,3,5,3,1,0,90,13,2,1,17,10,2,0,7,0,1.7,15.5,15.16,790887,66,83,56.037101265822784,25.889873417721518,4,44.540000000000006
1003,280,Krul,3,5,3,1,0,90,13,2,1,2,10,2,0,1,0,0.28,0.0,5.6,-594,45,15,56.037101265822784,25.889873417721518,1,0.0
1004,331,Alderweireld,3,4,3,0,0,90,11,5,0,1,2,2,1,2,0,0.415,0.8,4.86,-8066,55,16,56.037101265822784,25.889873417721518,2,1.73
1005,287,Cantwell,3,5,3,1,0,90,13,2,1,10,10,2,0,2,0,0.99,4.3,6.2200000000000015,203048,45,33,56.037101265822784,25.889873417721518,3,3.34
1006,94,Heaton,3,7,2,1,0,90,3,3,1,1,17,5,0,2,0,0.18,0.0,3.64,-18438,45,7,56.037101265822784,25.889873417721518,1,3.12
1007,290,Trybull,3,5,3,1,0,90,13,2,1,3,10,2,0,2,0,0.23,0.8,2.4,3982,45,19,56.037101265822784,25.889873417721518,3,0.0
1008,182,Alexander-Arnold,3,1,4,0,0,90,16,2,0,1,14,4,1,5,0,0.635,1.6,4.54,-79652,70,7,56.037101265822784,25.889873417721518,2,24.969999999999995
1009,362,Deeney,3,15,3,0,0,90,8,3,0,2,4,3,1,2,0,0.435,4.6,1.66,-20710,65,5,56.037101265822784,25.889873417721518,4,8.47
1010,445,Mings,3,7,2,1,0,90,3,3,1,1,17,5,0,6,0,0.625,0.2,9.82,595,45,15,56.037101265822784,25.889873417721518,2,1.51
1011,131,Guaita,3,2,2,0,0,90,15,3,0,2,8,2,1,6,0,0.19,0.0,3.76,-2719,50,16,56.037101265822784,25.889873417721518,1,0.0
1012,225,LindelÃ¶f,3,6,4,0,0,90,20,3,0,2,6,4,1,5,0,0.0,0.0,0.0,0,55,14,56.037101265822784,25.889873417721518,2,0.0
1013,183,van Dijk,3,1,4,0,0,90,16,2,0,2,14,4,1,8,0,0.54,2.3,8.32,-48167,65,16,56.037101265822784,25.889873417721518,2,8.35
1014,428,Moraes,3,7,2,1,0,90,3,3,1,2,17,5,0,2,0,0.355,4.8,1.08,-7436,60,6,56.037101265822784,25.889873417721518,4,0.0
1015,176,Ndidi,3,20,3,0,0,90,6,4,0,10,20,3,1,3,0,0.545,2.0,7.32,67156,50,27,56.037101265822784,25.889873417721518,3,1.34
1016,133,Zaha,3,2,2,0,0,90,15,3,0,2,8,2,1,1,0,0.42,6.0,0.9,-174959,70,0,56.037101265822784,25.889873417721518,3,19.77
1017,405,Boly,3,9,3,1,0,90,12,4,1,2,9,2,0,9,0,0.225,0.4,4.0,24000,50,10,56.037101265822784,25.889873417721518,2,4.01
1018,370,Hughes,3,15,3,0,0,90,8,3,0,2,4,3,1,2,0,0.16,1.2,1.0,-1243,55,10,56.037101265822784,25.889873417721518,3,0.7
1019,306,Valery,3,13,2,1,0,90,10,5,1,1,5,2,0,1,0,0.4400000000000001,2.8,2.88,-817,50,14,56.037101265822784,25.889873417721518,2,1.63
1020,142,Mina,3,19,3,1,0,90,18,2,1,7,7,2,0,9,0,0.205,0.0,3.98,141521,55,29,56.037101265822784,25.889873417721518,2,17.74
1021,448,Tielemans,3,20,3,0,0,90,6,4,0,2,20,3,1,3,0,0.58,5.9,1.88,-33881,65,6,56.037101265822784,25.889873417721518,3,5.01
1022,164,SÃ¶yÃ¼ncÃ¼,3,20,3,0,0,90,6,4,0,2,20,3,1,6,0,0.0,0.0,0.0,0,45,15,56.037101265822784,25.889873417721518,2,1.42
