Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds
Maguire,1,2,14,4,0,1,90,0,0,0,0,0,0,0,0,0,1.4,2.0,10.6,0,55,14,88.02,50.76
Winks,1,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,17.33,43.28
Mkhitaryan,1,3,13,4,1,2,90,0,0,0,0,0,0,0,0,0,8.1,42.0,16.6,0,70,11,25.96,80.95
Son,1,3,15,3,0,1,10,0,0,0,0,0,0,0,0,0,1.1,2.0,8.0,0,85,7,17.33,43.28
Gomes,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Lloris,1,1,15,3,0,2,90,0,0,0,0,0,0,0,0,0,1.6,0.0,16.4,0,55,12,17.33,43.28
Bellerín,1,2,13,4,1,1,90,0,0,0,0,0,0,0,0,0,6.2,23.0,27.0,0,55,17,25.96,80.95
Costa,1,3,8,2,1,2,70,0,0,0,0,0,0,0,0,0,1.4,8.0,2.2,0,50,6,50.11,24.08
Cissé,1,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,20.97,56.58
Gueye,1,3,20,3,0,2,90,0,0,0,0,0,0,0,0,0,1.7,0.0,13.6,0,50,15,64.06,32.59
Gündogan,1,3,1,4,0,3,90,0,0,0,0,0,0,0,0,0,2.1,11.0,3.6,0,55,9,6.26,41.49
Hayden,1,3,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,72.81,34.74
Mbenza,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,47.62,86.22
Success Ajayi,1,4,3,1,1,1,16,0,0,0,0,0,0,0,0,0,2.8,0.0,4.4,0,45,3,48.48,27.68
Diop,1,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.33,104.45
Cavaleiro,1,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,50.11,24.08
Cork,1,3,16,2,0,2,90,0,0,0,0,0,0,0,0,0,4.6,2.0,10.2,0,50,10,77.16,49.26
Simpson,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,37.06,14.08
Stephens,1,2,4,3,1,6,90,0,0,0,0,0,0,0,0,0,7.2,33.0,27.2,0,45,28,31.42,19.53
Wilshere,1,3,12,5,0,2,90,0,0,0,0,0,0,0,0,0,1.7,0.0,12.8,0,50,10,50.33,104.45
Murphy,1,3,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,72.81,34.74
Riedewald,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,24.41,62.42
Lascelles,1,2,17,4,1,1,90,0,0,0,0,0,0,0,0,0,2.1,6.0,14.8,0,50,16,72.81,34.74
Maddison,1,3,14,4,0,2,62,0,0,0,0,0,0,0,0,0,5.1,29.0,8.2,0,65,10,88.02,50.76
McArthur,1,3,9,2,0,3,90,0,0,0,0,0,0,0,0,0,2.9,2.0,14.2,0,50,14,24.41,62.42
McCarthy,1,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,64.06,32.59
Milner,1,3,19,3,1,6,90,0,0,0,0,0,0,0,0,0,10.0,12.0,33.6,0,55,26,7.79,-4.02
Tarkowski,1,2,16,2,0,7,90,0,0,0,0,0,0,0,0,0,6.7,6.0,50.8,0,50,30,77.16,49.26
Tomkins,1,2,9,2,0,6,90,0,0,0,0,0,0,0,0,0,4.9,21.0,27.2,0,45,29,24.41,62.42
Ward-Prowse,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,31.42,19.53
Vardy,1,4,14,4,0,6,27,0,0,0,0,0,0,0,0,0,9.1,41.0,35.0,0,90,25,88.02,50.76
Vestergaard,1,2,4,3,1,6,90,0,0,0,0,0,0,0,0,0,4.7,6.0,30.4,0,50,23,31.42,19.53
Bednarek,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,31.42,19.53
Vertonghen,1,2,15,3,0,11,90,0,0,0,0,0,0,0,0,1,10.8,33.0,73.8,0,60,35,17.33,43.28
Jach,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,24.41,62.42
Puncheon,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,24.41,62.42
Steele,1,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,63.12,36.72
Hernández Balcázar,1,4,12,5,0,1,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,65,3,50.33,104.45
Manquillo,1,2,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,72.81,34.74
Seri,1,3,7,2,1,2,81,0,0,0,0,0,0,0,0,0,5.8,8.0,27.0,0,55,26,20.97,56.58
Lerma,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,37.06,14.08
Schlupp,1,2,9,2,0,11,90,0,0,0,0,0,0,0,0,1,6.3,19.0,42.6,0,45,30,24.41,62.42
Hendrick,1,3,16,2,0,3,75,0,0,0,0,0,0,0,0,0,4.5,33.0,5.4,0,55,1,77.16,49.26
Defoe,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,3,37.06,14.08
Sinclair,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Lingard,1,3,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,70,0,22.46,10.04
Matip,1,2,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,7.79,-4.02
Ward,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,24.41,62.42
Bennett,1,2,2,3,0,1,90,0,0,0,0,0,0,0,0,0,1.8,0.0,16.4,0,45,14,78.22,38.45
Bryan,1,2,7,2,1,2,70,0,0,0,0,0,0,0,0,0,4.7,2.0,22.0,0,50,17,20.97,56.58
Hart,1,1,16,2,0,7,90,0,0,0,0,0,0,0,0,0,2.7,0.0,27.0,0,45,26,77.16,49.26
Ralls,1,3,2,3,0,2,90,0,0,0,0,0,0,0,0,0,4.0,8.0,16.4,0,50,12,78.22,38.45
Gudmundsson,1,3,16,2,0,3,86,0,0,0,0,0,0,0,0,0,7.9,41.0,7.0,0,60,6,77.16,49.26
Ruddy,1,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.11,24.08
Stones,1,2,1,4,0,8,90,0,0,0,0,0,0,0,0,1,1.4,0.0,13.6,0,55,30,6.26,41.49
Stankovic,1,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,47.62,86.22
Lössl,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,47.62,86.22
Castro Otto,1,2,8,2,1,1,75,0,0,0,0,0,0,0,0,0,1.1,3.0,0.8,0,45,6,50.11,24.08
Hogg,1,3,6,4,1,2,90,0,0,0,0,0,0,0,0,0,1.2,0.0,8.4,0,45,18,47.62,86.22
Walters,1,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,77.16,49.26
Kenny,1,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,64.06,32.59
Shelvey,1,3,17,4,1,2,90,0,0,0,0,0,0,0,0,0,4.3,0.0,11.4,0,55,13,72.81,34.74
Evans,1,2,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,88.02,50.76
Ayew,1,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,24.41,62.42
Henderson,1,3,19,3,1,1,21,0,0,0,0,0,0,0,0,0,0.3,0.0,2.0,0,55,3,7.79,-4.02
Hugill,1,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,50.33,104.45
Pickford,1,1,20,3,0,1,90,0,0,0,0,0,0,0,0,0,1.5,0.0,15.0,0,50,13,64.06,32.59
Ibe,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,37.06,14.08
Frello Filho,1,3,10,2,0,9,90,0,0,0,0,0,0,0,0,1,7.9,17.0,52.6,0,50,31,25.57,10.63
Mato Sanmartín,1,4,17,4,1,5,58,0,0,0,0,0,0,0,0,0,12.2,68.0,38.6,0,50,30,72.81,34.74
Gomez,1,2,19,3,1,6,90,0,0,0,0,0,0,0,0,0,2.5,4.0,20.0,0,50,27,7.79,-4.02
King,1,4,5,1,1,2,90,0,0,0,0,0,0,0,0,0,4.6,22.0,5.0,0,65,1,37.06,14.08
Sims,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,31.42,19.53
Murphy,1,3,2,3,0,1,27,0,0,0,0,0,0,0,0,0,4.7,22.0,4.4,0,50,4,78.22,38.45
Dalot Teixeira,1,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,22.46,10.04
Izquierdo Mena,1,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,63.12,36.72
Holebas,1,2,3,1,1,13,90,0,0,0,0,0,0,0,0,1,12.5,8.0,44.8,0,45,47,48.48,27.68
Santos Moutinho,1,3,8,2,1,2,84,0,0,0,0,0,0,0,0,0,1.8,1.0,8.6,0,55,15,50.11,24.08
Mata,1,3,11,3,1,5,90,0,0,0,0,0,0,0,0,0,5.9,3.0,27.0,0,65,24,22.46,10.04
Speroni,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,24.41,62.42
Bacuna,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,47.62,86.22
Stanislas,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,37.06,14.08
Locadia,1,4,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,63.12,36.72
Darlow,1,1,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,72.81,34.74
Schmeichel,1,1,14,4,0,2,90,0,0,0,0,0,0,0,0,0,3.0,4.0,25.6,0,50,16,88.02,50.76
Iheanacho,1,4,14,4,0,2,90,0,0,0,0,0,0,0,0,0,3.4,28.0,1.4,0,60,2,88.02,50.76
Zohore,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,78.22,38.45
Sema,1,3,3,1,1,1,9,0,0,0,0,0,0,0,0,0,0.3,0.0,2.2,0,50,5,48.48,27.68
Arrizabalaga,1,1,10,2,0,6,90,0,0,0,0,0,0,0,0,0,0.9,0.0,9.2,0,55,23,25.57,10.63
De Bruyne,1,3,1,4,0,0,30,0,0,0,0,0,0,0,0,0,2.6,7.0,4.4,0,100,0,6.26,41.49
Long,1,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,77.16,49.26
McDonald,1,3,7,2,1,1,90,0,0,0,0,0,0,0,0,0,3.2,8.0,17.8,0,45,16,20.97,56.58
Mirallas,1,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,64.06,32.59
Trippier,1,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,17.33,43.28
Mavropanos,1,2,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,25.96,80.95
Hause,1,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,50.11,24.08
Walker-Peters,1,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,17.33,43.28
Walker,1,2,1,4,0,7,90,0,0,0,0,0,0,0,0,0,1.6,2.0,11.8,0,65,27,6.26,41.49
Depoitre,1,4,6,4,1,1,45,0,0,0,0,0,0,0,0,0,1.8,8.0,0.0,0,55,0,47.62,86.22
Koscielny,1,2,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,25.96,80.95
Dendoncker,1,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.11,24.08
Grant,1,1,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,22.46,10.04
Peltier,1,2,2,3,0,0,90,0,0,0,0,0,0,0,0,0,1.2,0.0,10.8,0,40,6,78.22,38.45
Baines,1,2,20,3,0,1,90,0,0,0,0,0,0,0,0,0,5.6,0.0,23.4,0,55,17,64.06,32.59
Balogun,1,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,63.12,36.72
Sané,1,3,1,4,0,1,3,0,0,0,0,0,0,0,0,0,1.2,1.0,0.0,0,95,3,6.26,41.49
Cook,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,37.06,14.08
Dunk,1,2,18,3,0,1,90,0,0,0,0,0,0,0,0,0,1.5,0.0,15.0,0,45,14,63.12,36.72
Karius,1,1,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,7.79,-4.02
Damour,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,78.22,38.45
Digne,1,2,20,3,0,1,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,2,64.06,32.59
Pérez,1,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,65,0,50.33,104.45
Rodrigues Moura da Silva,1,3,15,3,0,2,67,0,0,0,0,0,0,0,0,0,2.8,20.0,5.0,0,70,8,17.33,43.28
Torreira,1,3,13,4,1,1,20,0,0,0,0,0,0,0,0,0,0.4,0.0,3.8,0,50,5,25.96,80.95
Vietto,1,4,7,2,1,1,19,0,0,0,0,0,0,0,0,0,3.6,4.0,7.4,0,55,6,20.97,56.58
Fabianski,1,1,12,5,0,1,90,0,0,0,0,0,0,0,0,0,3.0,0.0,30.4,0,45,18,50.33,104.45
Milivojevic,1,3,9,2,0,3,90,0,0,0,0,0,0,0,0,0,5.1,0.0,16.8,0,65,16,24.41,62.42
Amos,1,3,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0.2,0.0,2.2,0,45,3,17.33,43.28
Shaw,1,2,11,3,1,11,90,0,0,0,0,0,0,0,0,1,11.1,36.0,60.8,0,50,30,22.46,10.04
Mousset,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,3,37.06,14.08
Stekelenburg,1,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,64.06,32.59
Sakho,1,2,9,2,0,7,90,0,0,0,0,0,0,0,0,0,1.9,0.0,18.6,0,50,33,24.41,62.42
Gabbiadini,1,4,4,3,1,1,18,0,0,0,0,0,0,0,0,0,0.5,2.0,0.0,0,60,3,31.42,19.53
Lanzini,1,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,65,0,50.33,104.45
Alonso,1,2,10,2,0,11,90,0,0,0,0,0,0,0,0,1,5.1,18.0,13.0,0,65,32,25.57,10.63
Rojo,1,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,22.46,10.04
Bettinelli,1,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,20.97,56.58
Rashford,1,4,11,3,1,2,66,0,0,0,0,0,0,0,0,0,1.7,0.0,11.0,0,70,13,22.46,10.04
Albrighton,1,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,88.02,50.76
Navarro,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Pugh,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,37.06,14.08
Lemina,1,3,4,3,1,3,90,0,0,0,0,0,0,0,0,0,7.0,53.0,7.8,0,50,7,31.42,19.53
Arnautovic,1,4,12,5,0,2,66,0,0,0,0,0,0,0,0,0,2.6,28.0,0.0,0,70,-1,50.33,104.45
Suttner,1,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,63.12,36.72
Noble,1,3,12,5,0,2,90,0,0,0,0,0,0,0,0,0,0.9,0.0,7.0,0,50,12,50.33,104.45
Fellaini,1,3,11,3,1,1,6,0,0,0,0,0,0,0,0,0,0.7,0.0,7.0,0,50,4,22.46,10.04
Dubravka,1,1,17,4,1,2,90,0,0,0,0,0,0,0,0,0,3.3,0.0,33.0,0,50,15,72.81,34.74
Kelly,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,24.41,62.42
Montoya,1,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,63.12,36.72
Zeegelaar,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Holgate,1,2,20,3,0,0,47,0,0,0,0,0,0,0,0,0,1.4,0.0,13.6,0,45,8,64.06,32.59
Vydra,1,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,77.16,49.26
Kovacic,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,25.57,10.63
Ryan,1,2,18,3,0,2,90,0,0,0,0,0,0,0,0,0,2.3,0.0,22.8,0,45,15,63.12,36.72
Jorgensen,1,2,6,4,1,1,90,0,0,0,0,0,0,0,0,0,3.5,2.0,21.0,0,45,23,47.62,86.22
Darmian,1,2,11,3,1,2,90,0,0,0,0,0,0,0,0,0,3.0,7.0,20.6,0,50,16,22.46,10.04
Guendouzi,1,3,13,4,1,2,90,0,0,0,0,0,0,0,0,0,1.5,1.0,11.4,0,45,15,25.96,80.95
Connolly,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,78.22,38.45
Lowton,1,2,16,2,0,6,90,0,0,0,0,0,0,0,0,0,1.9,1.0,11.0,0,50,26,77.16,49.26
James,1,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,88.02,50.76
Doherty,1,2,8,2,1,1,90,0,0,0,0,0,0,0,0,0,4.6,0.0,19.8,0,45,11,50.11,24.08
Ritchie,1,3,17,4,1,5,68,0,0,0,0,0,0,0,0,0,6.7,9.0,21.4,0,60,19,72.81,34.74
Targett,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,31.42,19.53
Le Marchand,1,2,7,2,1,1,90,0,0,0,0,0,0,0,0,0,2.7,2.0,23.4,0,45,20,20.97,56.58
Meyer,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,24.41,62.42
Yoshida,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,31.42,19.53
Özil,1,3,13,4,1,2,90,0,0,0,0,0,0,0,0,0,4.0,6.0,9.2,0,85,10,25.96,80.95
Keane,1,2,20,3,0,5,90,0,0,0,0,0,0,0,0,0,7.6,25.0,40.4,0,50,27,64.06,32.59
Antonio,1,3,12,5,0,1,90,0,0,0,0,0,0,0,0,0,5.7,24.0,18.6,0,70,5,50.33,104.45
Vorm,1,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,17.33,43.28
Britos,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Merino,1,3,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,72.81,34.74
Diamé,1,3,17,4,1,1,90,0,0,0,0,0,0,0,0,0,3.2,8.0,11.4,0,50,7,72.81,34.74
Elneny,1,3,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,25.96,80.95
Elyounoussi,1,3,4,3,1,1,34,0,0,0,0,0,0,0,0,0,9.6,26.0,12.0,0,65,6,31.42,19.53
Salah,1,3,19,3,1,8,86,0,0,0,0,0,0,0,0,1,16.9,92.0,47.6,0,130,20,7.79,-4.02
Gibbs-White,1,3,8,2,1,1,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,2,50.11,24.08
Schneiderlin,1,3,20,3,0,2,90,0,0,0,0,0,0,0,0,0,1.6,0.0,11.8,0,45,14,64.06,32.59
Dembélé,1,3,15,3,0,1,22,0,0,0,0,0,0,0,0,0,0.5,1.0,3.0,0,50,2,17.33,43.28
Sissoko,1,3,15,3,0,2,90,0,0,0,0,0,0,0,0,0,3.5,17.0,10.6,0,50,11,17.33,43.28
Kanté,1,3,10,2,0,8,90,0,0,0,0,0,0,0,0,1,7.1,17.0,42.4,0,50,30,25.57,10.63
Keita,1,3,19,3,1,3,90,0,0,0,0,0,0,0,0,0,3.8,10.0,10.0,0,75,15,7.79,-4.02
Monreal,1,2,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,25.96,80.95
Wells,1,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,77.16,49.26
Chalobah,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Clyne,1,2,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,7.79,-4.02
Mendez-Laing,1,3,2,3,0,2,62,0,0,0,0,0,0,0,0,0,1.8,13.0,3.6,0,50,4,78.22,38.45
Aké,1,2,5,1,1,8,90,0,0,0,0,0,0,0,0,1,3.6,0.0,35.0,0,50,33,37.06,14.08
Redmond,1,3,4,3,1,3,90,0,0,0,0,0,0,0,0,0,6.1,38.0,10.0,0,55,13,31.42,19.53
Kebano,1,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,20.97,56.58
Etheridge,1,1,2,3,0,6,90,0,0,0,0,0,0,0,0,0,3.8,0.0,37.8,0,45,26,78.22,38.45
Matic,1,3,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,22.46,10.04
Pope,1,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,77.16,49.26
Otamendi,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,65,0,6.26,41.49
Vlasic,1,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,64.06,32.59
Zinchenko,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,6.26,41.49
Giroud,1,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,80,0,25.57,10.63
Bogle,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,78.22,38.45
Romeu Vidal,1,3,4,3,1,3,90,0,0,0,0,0,0,0,0,0,3.2,10.0,17.4,0,45,12,31.42,19.53
Niasse,1,4,20,3,0,1,9,0,0,0,0,0,0,0,0,0,0.3,2.0,0.6,0,55,1,64.06,32.59
Zabaleta,1,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.33,104.45
Souaré,1,2,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0.1,0.0,1.0,0,45,3,24.41,62.42
Groß,1,3,18,3,0,1,59,0,0,0,0,0,0,0,0,0,3.3,4.0,8.6,0,70,6,63.12,36.72
van Aanholt,1,2,9,2,0,11,90,0,0,0,0,0,0,0,0,1,8.1,23.0,35.6,0,55,36,24.41,62.42
Dummett,1,2,17,4,1,1,90,0,0,0,0,0,0,0,0,0,1.2,1.0,10.0,0,45,8,72.81,34.74
Pogba,1,3,11,3,1,10,83,0,0,0,0,0,0,0,0,1,9.1,24.0,56.8,0,80,29,22.46,10.04
Obiang,1,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.33,104.45
Rodríguez Ledesma,1,3,10,2,0,9,80,0,0,0,0,0,0,0,0,1,8.3,21.0,42.6,0,65,31,25.57,10.63
Cech,1,1,13,4,1,3,90,0,0,0,0,0,0,0,0,0,4.7,0.0,47.0,0,50,24,25.96,80.95
Billing,1,3,6,4,1,2,90,0,0,0,0,0,0,0,0,0,4.5,22.0,20.8,0,45,16,47.62,86.22
Bardsley,1,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,77.16,49.26
Foden,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,6.26,41.49
Jagielka,1,2,20,3,0,-3,39,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,-5,64.06,32.59
Jones,1,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,55,0,22.46,10.04
Aubameyang,1,4,13,4,1,2,90,0,0,0,0,0,0,0,0,0,1.4,1.0,1.0,0,110,5,25.96,80.95
Højbjerg,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,31.42,19.53
Dahlberg,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,48.48,27.68
Ghezzal,1,3,14,4,0,1,27,0,0,0,0,0,0,0,0,0,0.8,4.0,1.6,0,55,3,88.02,50.76
Mir,1,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.11,24.08
Klavan,1,2,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,7.79,-4.02
Sterling,1,4,1,4,0,7,86,0,0,0,0,0,0,0,0,0,10.8,52.0,38.2,0,110,22,6.26,41.49
van La Parra,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,47.62,86.22
Sobhi,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,47.62,86.22
Jiménez,1,4,8,2,1,6,90,0,0,0,0,0,0,0,0,0,12.0,60.0,44.8,0,55,25,50.11,24.08
Oxford,1,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,50.33,104.45
Nelson,1,3,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,25.96,80.95
Barbosa Pereira,1,2,14,4,0,4,90,0,0,0,0,0,0,0,0,0,5.8,16.0,17.6,0,50,23,88.02,50.76
