,player_id_x,name,plural_name_short,assists_x,attempted_passes_x,big_chances_created_x,big_chances_missed_x,bps_x,clean_sheets_x,clearances_blocks_interceptions_x,completed_passes_x,creativity_x,dribbles_x,ea_index_x,errors_leading_to_goal_x,errors_leading_to_goal_attempt_x,goals_conceded_x,goals_scored_x,ict_index_x,influence_x,key_passes_x,loaned_in_x,loaned_out_x,minutes_x,open_play_crosses_x,opponent_team_x,own_goals_x,penalties_conceded_x,penalties_missed_x,penalties_saved_x,saves_x,tackles_x,target_missed_x,threat_x,winning_goals_x,value_x,difficulty,total_points_y
64,18.0,Henrikh Mkhitaryan,MID,0.0,48.0,0.0,0.0,2.0,0.0,1.0,41.0,6.8,0.0,0.0,0.0,0.0,1.0,0.0,5.1,3.2,0.0,0.0,0.0,90.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,71.0,4,1.0
65,19.0,Reiss Nelson,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4,0.0
66,20.0,Ainsley Maitland-Niles,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4,0.0
67,450.0,Lucas Torreira,MID,0.0,34.0,0.0,0.0,14.0,0.0,2.0,32.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3,9.6,1.0,0.0,0.0,34.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,4,4.0
68,451.0,Matteo Guendouzi,MID,0.0,51.0,0.0,0.0,17.0,0.0,1.0,46.0,24.4,0.0,0.0,0.0,0.0,1.0,0.0,4.4,11.2,2.0,0.0,0.0,55.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,45.0,4,1.0
69,21.0,Danny Welbeck,FWD,0.0,4.0,0.0,0.0,30.0,0.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,7.5,40.2,0.0,0.0,0.0,15.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,65.0,4,1.0
70,22.0,Alexandre Lacazette,FWD,1.0,17.0,0.0,0.0,13.0,0.0,1.0,11.0,22.9,1.0,0.0,0.0,0.0,0.0,0.0,6.7,15.8,2.0,0.0,0.0,45.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,94.0,4,12.0
71,23.0,Pierre-Emerick Aubameyang,FWD,0.0,24.0,0.0,0.0,12.0,0.0,0.0,18.0,52.3,3.0,0.0,0.0,0.0,1.0,0.0,9.4,13.4,4.0,0.0,0.0,74.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,110.0,4,8.0
72,1.0,Petr Cech,GKP,0.0,38.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.2,2.4,0.0,0.0,0.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,4,2.0
73,2.0,Bernd Leno,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4,0.0
74,3.0,Laurent Koscielny,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4,0.0
75,4.0,Héctor Bellerín,DEF,0.0,46.0,0.0,0.0,5.0,0.0,2.0,40.0,5.1,0.0,0.0,0.0,0.0,2.0,0.0,1.9,5.0,0.0,0.0,0.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,55.0,4,2.0
76,5.0,Nacho Monreal,DEF,0.0,53.0,0.0,1.0,9.0,0.0,6.0,46.0,5.8,1.0,0.0,0.0,0.0,2.0,0.0,5.5,18.8,0.0,0.0,0.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,55.0,4,2.0
77,6.0,Rob Holding,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4,0.0
78,7.0,Shkodran Mustafi,DEF,0.0,67.0,0.0,0.0,27.0,0.0,7.0,54.0,14.8,0.0,0.0,0.0,0.0,2.0,1.0,11.1,54.0,1.0,0.0,0.0,90.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,54.0,4,2.0
